N,K,S,diameter,averageShortestPathLength,edges
1657,5,C(1657;1;28;528;708;749),6,4.5362318840579707,8285
1657,5,C(1657;1;39;287;681;816),6,4.5362318840579707,8285
1657,5,C(1657;1;64;266;317;674),6,4.5362318840579707,8285
1657,5,C(1657;1;85;110;234;460),6,4.5362318840579707,8285
1657,5,C(1657;1;115;369;732;764),6,4.5362318840579707,8285
1657,5,C(1657;1;167;314;374;679),6,4.5362318840579707,8285
1657,5,C(1657;1;231;238;438;799),6,4.5362318840579707,8285
1657,5,C(1657;1;233;373;669;704),6,4.5362318840579707,8285
1657,5,C(1657;1;262;441;651;729),6,4.5362318840579707,8285
1657,5,C(1657;1;306;335;396;511),6,4.5362318840579707,8285
