N,K,S,diameter,averageShortestPathLength,edges
759,5,C(759;1;10;35;163;274),5,3.7836411609498679,3795
759,5,C(759;1;14;60;230;323),5,3.7836411609498679,3795
759,5,C(759;1;21;71;151;288),5,3.7836411609498679,3795
759,5,C(759;1;28;98;149;160),5,3.7836411609498679,3795
759,5,C(759;1;47;101;184;216),5,3.7836411609498679,3795
759,5,C(759;1;76;244;331;376),5,3.7836411609498679,3795
759,5,C(759;1;86;133;185;241),5,3.7836411609498679,3795
759,5,C(759;1;92;248;271;321),5,3.7836411609498679,3795
759,5,C(759;1;101;191;216;360),5,3.7836411609498679,3795
759,5,C(759;1;203;325;347;364),5,3.7836411609498679,3795
759,5,C(759;1;248;282;310;321),5,3.7836411609498679,3795
