N,K,S,diameter,averageShortestPathLength,edges
228,5,C(228;1;4;39;54;103),4,2.8105726872246697,1140
228,5,C(228;1;5;29;42;103),4,2.8105726872246697,1140
228,5,C(228;1;8;39;60;66),4,2.8105726872246697,1140
228,5,C(228;1;13;31;66;73),4,2.8105726872246697,1140
228,5,C(228;1;15;25;58;79),4,2.8105726872246697,1140
228,5,C(228;1;17;70;81;101),4,2.8105726872246697,1140
228,5,C(228;1;25;54;91;97),4,2.8105726872246697,1140
228,5,C(228;1;30;35;47;55),4,2.8105726872246697,1140
228,5,C(228;1;31;69;78;104),4,2.8105726872246697,1140
228,5,C(228;1;45;67;73;98),4,2.8105726872246697,1140
228,5,C(228;1;46;66;100;105),4,2.8105726872246697,1140
228,5,C(228;1;51;60;72;77),4,2.8105726872246697,1140
