N,K,S,diameter,averageShortestPathLength,edges
1525,5,C(1525;1;28;74;216;685),6,4.4501312335958003,7625
1525,5,C(1525;1;30;428;542;708),6,4.4501312335958003,7625
1525,5,C(1525;1;55;533;565;688),6,4.4501312335958003,7625
1525,5,C(1525;1;100;225;319;596),6,4.4501312335958003,7625
1525,5,C(1525;1;103;245;435;714),6,4.4501312335958003,7625
1525,5,C(1525;1;105;348;566;685),6,4.4501312335958003,7625
1525,5,C(1525;1;125;196;225;609),6,4.4501312335958003,7625
1525,5,C(1525;1;125;225;611;719),6,4.4501312335958003,7625
1525,5,C(1525;1;135;209;453;474),6,4.4501312335958003,7625
1525,5,C(1525;1;150;161;199;267),6,4.4501312335958003,7625
1525,5,C(1525;1;200;436;742;751),6,4.4501312335958003,7625
1525,5,C(1525;1;297;325;372;542),6,4.4501312335958003,7625
1525,5,C(1525;1;335;367;586;664),6,4.4501312335958003,7625
1525,5,C(1525;1;341;453;700;759),6,4.4501312335958003,7625
