N,K,S,diameter,averageShortestPathLength,edges
427,5,C(427;1;6;47;84;152),4,3.2957746478873240,2135
427,5,C(427;1;7;49;88;118),4,3.2957746478873240,2135
427,5,C(427;1;14;63;86;131),4,3.2957746478873240,2135
427,5,C(427;1;14;71;79;117),4,3.2957746478873240,2135
427,5,C(427;1;16;40;157;162),4,3.2957746478873240,2135
427,5,C(427;1;21;38;91;121),4,3.2957746478873240,2135
427,5,C(427;1;21;60;91;145),4,3.2957746478873240,2135
427,5,C(427;1;21;89;146;163),4,3.2957746478873240,2135
427,5,C(427;1;23;38;120;169),4,3.2957746478873240,2135
427,5,C(427;1;24;61;104;112),4,3.2957746478873240,2135
427,5,C(427;1;24;69;77;88),4,3.2957746478873240,2135
427,5,C(427;1;29;37;121;144),4,3.2957746478873240,2135
427,5,C(427;1;29;68;91;141),4,3.2957746478873240,2135
427,5,C(427;1;30;43;141;151),4,3.2957746478873240,2135
427,5,C(427;1;30;46;56;165),4,3.2957746478873240,2135
427,5,C(427;1;30;112;185;208),4,3.2957746478873240,2135
427,5,C(427;1;32;60;85;100),4,3.2957746478873240,2135
427,5,C(427;1;33;82;102;110),4,3.2957746478873240,2135
427,5,C(427;1;38;158;180;185),4,3.2957746478873240,2135
427,5,C(427;1;39;44;98;111),4,3.2957746478873240,2135
427,5,C(427;1;43;66;100;139),4,3.2957746478873240,2135
427,5,C(427;1;48;116;177;209),4,3.2957746478873240,2135
427,5,C(427;1;50;65;185;203),4,3.2957746478873240,2135
427,5,C(427;1;51;85;106;175),4,3.2957746478873240,2135
427,5,C(427;1;53;126;168;191),4,3.2957746478873240,2135
427,5,C(427;1;59;73;168;211),4,3.2957746478873240,2135
427,5,C(427;1;61;78;164;196),4,3.2957746478873240,2135
427,5,C(427;1;63;99;172;186),4,3.2957746478873240,2135
427,5,C(427;1;67;144;157;196),4,3.2957746478873240,2135
427,5,C(427;1;68;86;158;193),4,3.2957746478873240,2135
427,5,C(427;1;72;131;155;161),4,3.2957746478873240,2135
427,5,C(427;1;76;105;119;144),4,3.2957746478873240,2135
427,5,C(427;1;80;150;177;211),4,3.2957746478873240,2135
427,5,C(427;1;85;109;189;200),4,3.2957746478873240,2135
427,5,C(427;1;86;162;203;211),4,3.2957746478873240,2135
427,5,C(427;1;89;122;138;147),4,3.2957746478873240,2135
427,5,C(427;1;103;153;164;190),4,3.2957746478873240,2135
427,5,C(427;1;106;139;191;207),4,3.2957746478873240,2135
427,5,C(427;1;123;138;173;191),4,3.2957746478873240,2135
427,5,C(427;1;130;184;193;199),4,3.2957746478873240,2135
