N,K,S,diameter,averageShortestPathLength,edges
431,5,C(431;1;7;84;152;191),4,3.3023255813953489,2155
431,5,C(431;1;11;59;87;190),4,3.3023255813953489,2155
431,5,C(431;1;12;123;163;212),4,3.3023255813953489,2155
431,5,C(431;1;14;23;99;179),4,3.3023255813953489,2155
431,5,C(431;1;15;24;101;183),4,3.3023255813953489,2155
431,5,C(431;1;15;65;88;185),4,3.3023255813953489,2155
431,5,C(431;1;16;59;130;197),4,3.3023255813953489,2155
431,5,C(431;1;18;44;128;204),4,3.3023255813953489,2155
431,5,C(431;1;18;94;154;161),4,3.3023255813953489,2155
431,5,C(431;1;20;49;83;193),4,3.3023255813953489,2155
431,5,C(431;1;22;34;94;109),4,3.3023255813953489,2155
431,5,C(431;1;22;74;115;174),4,3.3023255813953489,2155
431,5,C(431;1;24;55;155;194),4,3.3023255813953489,2155
431,5,C(431;1;26;38;124;168),4,3.3023255813953489,2155
431,5,C(431;1;27;62;131;147),4,3.3023255813953489,2155
431,5,C(431;1;35;90;129;191),4,3.3023255813953489,2155
431,5,C(431;1;36;118;126;166),4,3.3023255813953489,2155
431,5,C(431;1;42;47;67;165),4,3.3023255813953489,2155
431,5,C(431;1;63;88;146;162),4,3.3023255813953489,2155
431,5,C(431;1;64;75;98;188),4,3.3023255813953489,2155
431,5,C(431;1;73;174;188;196),4,3.3023255813953489,2155
431,5,C(431;1;91;102;141;168),4,3.3023255813953489,2155
431,5,C(431;1;93;98;116;161),4,3.3023255813953489,2155
431,5,C(431;1;114;135;150;195),4,3.3023255813953489,2155
431,5,C(431;1;115;148;156;207),4,3.3023255813953489,2155
