N,K,S,diameter,averageShortestPathLength,edges
1105,5,C(1105;1;9;186;329;501),6,4.1231884057971016,5525
1105,5,C(1105;1;14;109;309;534),6,4.1231884057971016,5525
1105,5,C(1105;1;25;81;151;416),6,4.1231884057971016,5525
1105,5,C(1105;1;31;119;167;280),6,4.1231884057971016,5525
1105,5,C(1105;1;34;230;310;352),6,4.1231884057971016,5525
1105,5,C(1105;1;38;99;255;287),6,4.1231884057971016,5525
1105,5,C(1105;1;41;199;224;271),6,4.1231884057971016,5525
1105,5,C(1105;1;51;64;213;434),6,4.1231884057971016,5525
1105,5,C(1105;1;51;83;259;304),6,4.1231884057971016,5525
1105,5,C(1105;1;74;164;281;361),6,4.1231884057971016,5525
1105,5,C(1105;1;76;209;291;539),6,4.1231884057971016,5525
1105,5,C(1105;1;77;112;255;389),6,4.1231884057971016,5525
1105,5,C(1105;1;79;101;196;229),6,4.1231884057971016,5525
1105,5,C(1105;1;83;187;213;443),6,4.1231884057971016,5525
1105,5,C(1105;1;86;236;294;304),6,4.1231884057971016,5525
1105,5,C(1105;1;104;111;191;355),6,4.1231884057971016,5525
1105,5,C(1105;1;112;148;170;346),6,4.1231884057971016,5525
1105,5,C(1105;1;148;196;255;378),6,4.1231884057971016,5525
1105,5,C(1105;1;152;272;397;445),6,4.1231884057971016,5525
1105,5,C(1105;1;161;219;395;429),6,4.1231884057971016,5525
1105,5,C(1105;1;178;205;343;500),6,4.1231884057971016,5525
1105,5,C(1105;1;189;211;251;279),6,4.1231884057971016,5525
1105,5,C(1105;1;209;389;424;491),6,4.1231884057971016,5525
1105,5,C(1105;1;210;371;485;538),6,4.1231884057971016,5525
1105,5,C(1105;1;222;229;359;476),6,4.1231884057971016,5525
1105,5,C(1105;1;248;408;420;470),6,4.1231884057971016,5525
1105,5,C(1105;1;289;458;490;499),6,4.1231884057971016,5525
1105,5,C(1105;1;301;411;526;534),6,4.1231884057971016,5525
1105,5,C(1105;1;320;355;414;478),6,4.1231884057971016,5525
