N,K,S,diameter,averageShortestPathLength,edges
277,5,C(277;1;7;18;64;105),4,2.9565217391304346,1385
277,5,C(277;1;7;40;64;124),4,2.9565217391304346,1385
277,5,C(277;1;13;20;43;91),4,2.9565217391304346,1385
277,5,C(277;1;13;34;50;91),4,2.9565217391304346,1385
277,5,C(277;1;15;37;70;79),4,2.9565217391304346,1385
277,5,C(277;1;15;52;58;77),4,2.9565217391304346,1385
277,5,C(277;1;16;37;97;124),4,2.9565217391304346,1385
277,5,C(277;1;45;72;96;105),4,2.9565217391304346,1385
277,5,C(277;1;57;76;80;90),4,2.9565217391304346,1385
277,5,C(277;1;70;79;101;113),4,2.9565217391304346,1385
