N,K,S,diameter,averageShortestPathLength,edges
563,5,C(563;1;7;127;157;208),5,3.5231316725978647,2815
563,5,C(563;1;16;87;184;219),5,3.5231316725978647,2815
563,5,C(563;1;18;66;123;275),5,3.5231316725978647,2815
563,5,C(563;1;28;71;110;119),5,3.5231316725978647,2815
563,5,C(563;1;50;77;133;195),5,3.5231316725978647,2815
563,5,C(563;1;58;161;179;271),5,3.5231316725978647,2815
563,5,C(563;1;98;145;181;205),5,3.5231316725978647,2815
563,5,C(563;1;104;165;238;259),5,3.5231316725978647,2815
563,5,C(563;1;111;176;260;270),5,3.5231316725978647,2815
563,5,C(563;1;117;203;220;268),5,3.5231316725978647,2815
