N,K,S,diameter,averageShortestPathLength,edges
1207,5,C(1207;1;16;71;221;336),6,4.2089552238805972,6035
1207,5,C(1207;1;21;71;391;528),6,4.2089552238805972,6035
1207,5,C(1207;1;21;117;167;390),6,4.2089552238805972,6035
1207,5,C(1207;1;29;52;465;507),6,4.2089552238805972,6035
1207,5,C(1207;1;62;81;419;508),6,4.2089552238805972,6035
1207,5,C(1207;1;83;122;297;309),6,4.2089552238805972,6035
1207,5,C(1207;1;107;115;178;191),6,4.2089552238805972,6035
1207,5,C(1207;1;115;284;306;370),6,4.2089552238805972,6035
1207,5,C(1207;1;121;405;424;455),6,4.2089552238805972,6035
1207,5,C(1207;1;125;292;441;488),6,4.2089552238805972,6035
1207,5,C(1207;1;143;196;399;495),6,4.2089552238805972,6035
1207,5,C(1207;1;149;333;349;418),6,4.2089552238805972,6035
1207,5,C(1207;1;159;282;453;498),6,4.2089552238805972,6035
