N,K,S,diameter,averageShortestPathLength,edges
737,5,C(737;1;12;192;243;335),5,3.7635869565217392,3685
737,5,C(737;1;15;36;111;326),5,3.7635869565217392,3685
737,5,C(737;1;15;122;208;267),5,3.7635869565217392,3685
737,5,C(737;1;16;164;307;335),5,3.7635869565217392,3685
737,5,C(737;1;18;173;296;340),5,3.7635869565217392,3685
737,5,C(737;1;19;117;287;362),5,3.7635869565217392,3685
737,5,C(737;1;26;108;251;346),5,3.7635869565217392,3685
737,5,C(737;1;28;125;206;311),5,3.7635869565217392,3685
737,5,C(737;1;38;70;85;336),5,3.7635869565217392,3685
737,5,C(737;1;41;63;277;344),5,3.7635869565217392,3685
737,5,C(737;1;43;52;124;339),5,3.7635869565217392,3685
737,5,C(737;1;45;86;161;226),5,3.7635869565217392,3685
737,5,C(737;1;46;67;119;174),5,3.7635869565217392,3685
737,5,C(737;1;50;61;304;348),5,3.7635869565217392,3685
737,5,C(737;1;60;79;248;294),5,3.7635869565217392,3685
737,5,C(737;1;68;116;338;364),5,3.7635869565217392,3685
737,5,C(737;1;72;276;335;364),5,3.7635869565217392,3685
737,5,C(737;1;75;183;283;310),5,3.7635869565217392,3685
737,5,C(737;1;80;166;279;315),5,3.7635869565217392,3685
737,5,C(737;1;94;209;279;330),5,3.7635869565217392,3685
737,5,C(737;1;97;138;157;164),5,3.7635869565217392,3685
737,5,C(737;1;106;140;220;231),5,3.7635869565217392,3685
737,5,C(737;1;120;140;145;344),5,3.7635869565217392,3685
737,5,C(737;1;126;131;211;282),5,3.7635869565217392,3685
737,5,C(737;1;146;176;196;308),5,3.7635869565217392,3685
737,5,C(737;1;149;194;213;334),5,3.7635869565217392,3685
737,5,C(737;1;169;179;262;290),5,3.7635869565217392,3685
