N,K,S,diameter,averageShortestPathLength,edges
447,5,C(447;1;6;64;87;114),5,3.3318385650224216,2235
447,5,C(447;1;7;42;96;162),5,3.3318385650224216,2235
447,5,C(447;1;7;72;104;196),5,3.3318385650224216,2235
447,5,C(447;1;8;52;72;182),5,3.3318385650224216,2235
447,5,C(447;1;8;54;137;214),5,3.3318385650224216,2235
447,5,C(447;1;9;56;89;217),5,3.3318385650224216,2235
447,5,C(447;1;9;127;170;208),5,3.3318385650224216,2235
447,5,C(447;1;10;26;108;172),5,3.3318385650224216,2235
447,5,C(447;1;13;63;109;130),5,3.3318385650224216,2235
447,5,C(447;1;13;119;181;201),5,3.3318385650224216,2235
447,5,C(447;1;15;101;136;184),5,3.3318385650224216,2235
447,5,C(447;1;16;27;110;130),5,3.3318385650224216,2235
447,5,C(447;1;16;37;123;220),5,3.3318385650224216,2235
447,5,C(447;1;17;71;77;192),5,3.3318385650224216,2235
447,5,C(447;1;18;47;106;174),5,3.3318385650224216,2235
447,5,C(447;1;18;69;81;194),5,3.3318385650224216,2235
447,5,C(447;1;19;25;153;207),5,3.3318385650224216,2235
447,5,C(447;1;19;105;177;221),5,3.3318385650224216,2235
447,5,C(447;1;23;88;102;209),5,3.3318385650224216,2235
447,5,C(447;1;24;35;99;143),5,3.3318385650224216,2235
447,5,C(447;1;24;43;123;218),5,3.3318385650224216,2235
447,5,C(447;1;25;65;83;120),5,3.3318385650224216,2235
447,5,C(447;1;28;49;64;138),5,3.3318385650224216,2235
447,5,C(447;1;28;98;132;142),5,3.3318385650224216,2235
447,5,C(447;1;33;43;103;220),5,3.3318385650224216,2235
447,5,C(447;1;33;51;78;170),5,3.3318385650224216,2235
447,5,C(447;1;34;41;86;99),5,3.3318385650224216,2235
447,5,C(447;1;34;55;95;105),5,3.3318385650224216,2235
447,5,C(447;1;38;70;80;93),5,3.3318385650224216,2235
447,5,C(447;1;39;47;105;166),5,3.3318385650224216,2235
447,5,C(447;1;42;89;97;108),5,3.3318385650224216,2235
447,5,C(447;1;45;63;203;211),5,3.3318385650224216,2235
447,5,C(447;1;45;71;108;174),5,3.3318385650224216,2235
447,5,C(447;1;45;85;145;163),5,3.3318385650224216,2235
447,5,C(447;1;48;84;113;212),5,3.3318385650224216,2235
447,5,C(447;1;49;62;142;219),5,3.3318385650224216,2235
447,5,C(447;1;51;93;107;175),5,3.3318385650224216,2235
447,5,C(447;1;51;178;188;201),5,3.3318385650224216,2235
447,5,C(447;1;52;93;138;161),5,3.3318385650224216,2235
447,5,C(447;1;53;60;81;177),5,3.3318385650224216,2235
447,5,C(447;1;56;73;85;105),5,3.3318385650224216,2235
447,5,C(447;1;73;191;202;207),5,3.3318385650224216,2235
447,5,C(447;1;84;108;199;210),5,3.3318385650224216,2235
447,5,C(447;1;85;94;142;159),5,3.3318385650224216,2235
447,5,C(447;1;92;134;168;196),5,3.3318385650224216,2235
447,5,C(447;1;92;143;174;200),5,3.3318385650224216,2235
447,5,C(447;1;94;153;158;172),5,3.3318385650224216,2235
447,5,C(447;1;99;128;181;187),5,3.3318385650224216,2235
447,5,C(447;1;111;154;160;214),5,3.3318385650224216,2235
447,5,C(447;1;116;132;163;176),5,3.3318385650224216,2235
447,5,C(447;1;123;146;183;195),5,3.3318385650224216,2235
447,5,C(447;1;128;140;201;221),5,3.3318385650224216,2235
