Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(31; 1, 3, 8, 13)";2;1,73333;124;874533
"C(31; 1, 3, 11, 13)";2;1,73333;124;874533
"C(31; 1, 4, 5, 12)";2;1,73333;124;874533
"C(31; 1, 4, 8, 10)";2;1,73333;124;874533
"C(31; 1, 4, 9, 15)";2;1,73333;124;874533
"C(31; 1, 4, 10, 12)";2;1,73333;124;874533
"C(31; 1, 5, 6, 8)";2;1,73333;124;874533
"C(31; 1, 5, 6, 9)";2;1,73333;124;874533
"C(31; 1, 5, 8, 12)";2;1,73333;124;874533
"C(31; 1, 6, 7, 10)";2;1,73333;124;874533
"C(31; 1, 6, 10, 13)";2;1,73333;124;874533
"C(31; 1, 6, 10, 14)";2;1,73333;124;874533
