Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(89; 1, 4, 10, 37)";3;2,45455;356;68650522
"C(89; 1, 4, 15, 38)";3;2,45455;356;68650522
"C(89; 1, 4, 16, 22)";3;2,45455;356;68650522
"C(89; 1, 5, 8, 36)";3;2,45455;356;68650522
"C(89; 1, 5, 14, 36)";3;2,45455;356;68650522
"C(89; 1, 5, 29, 38)";3;2,45455;356;68650522
"C(89; 1, 5, 32, 39)";3;2,45455;356;68650522
"C(89; 1, 6, 19, 28)";3;2,45455;356;68650522
"C(89; 1, 6, 21, 29)";3;2,45455;356;68650522
"C(89; 1, 6, 29, 38)";3;2,45455;356;68650522
"C(89; 1, 7, 10, 28)";3;2,45455;356;68650522
"C(89; 1, 7, 17, 28)";3;2,45455;356;68650522
"C(89; 1, 8, 12, 42)";3;2,45455;356;68650522
"C(89; 1, 8, 28, 42)";3;2,45455;356;68650522
"C(89; 1, 9, 15, 26)";3;2,45455;356;68650522
"C(89; 1, 9, 16, 22)";3;2,45455;356;68650522
"C(89; 1, 9, 23, 36)";3;2,45455;356;68650522
"C(89; 1, 9, 32, 43)";3;2,45455;356;68650522
"C(89; 1, 9, 34, 39)";3;2,45455;356;68650522
"C(89; 1, 10, 14, 43)";3;2,45455;356;68650522
"C(89; 1, 10, 15, 36)";3;2,45455;356;68650522
"C(89; 1, 10, 15, 41)";3;2,45455;356;68650522
"C(89; 1, 10, 16, 34)";3;2,45455;356;68650522
"C(89; 1, 11, 17, 41)";3;2,45455;356;68650522
"C(89; 1, 11, 17, 42)";3;2,45455;356;68650522
"C(89; 1, 11, 17, 43)";3;2,45455;356;68650522
"C(89; 1, 11, 34, 40)";3;2,45455;356;68650522
"C(89; 1, 13, 19, 42)";3;2,45455;356;68650522
"C(89; 1, 13, 21, 31)";3;2,45455;356;68650522
"C(89; 1, 13, 22, 42)";3;2,45455;356;68650522
"C(89; 1, 14, 17, 23)";3;2,45455;356;68650522
"C(89; 1, 15, 18, 25)";3;2,45455;356;68650522
"C(89; 1, 15, 21, 39)";3;2,45455;356;68650522
"C(89; 1, 16, 20, 27)";3;2,45455;356;68650522
"C(89; 1, 21, 25, 35)";3;2,45455;356;68650522
"C(89; 1, 21, 29, 36)";3;2,45455;356;68650522
"C(89; 1, 22, 26, 35)";3;2,45455;356;68650522
"C(89; 1, 22, 31, 41)";3;2,45455;356;68650522
"C(89; 1, 23, 28, 36)";3;2,45455;356;68650522
"C(89; 1, 23, 29, 39)";3;2,45455;356;68650522
"C(89; 1, 23, 32, 38)";3;2,45455;356;68650522
"C(89; 1, 25, 29, 41)";3;2,45455;356;68650522
"C(89; 1, 29, 37, 41)";3;2,45455;356;68650522
"C(89; 1, 32, 37, 40)";3;2,45455;356;68650522
"C(89; 1, 32, 37, 43)";3;2,45455;356;68650522
