Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(160; 1, 20, 27, 64)";4;2,90566;640;968952966
"C(160; 3, 20, 64, 71)";4;2,90566;640;968952966
"C(160; 7, 20, 29, 32)";4;2,90566;640;968952966
"C(160; 11, 20, 32, 47)";4;2,90566;640;968952966
"C(160; 13, 20, 41, 64)";4;2,90566;640;968952966
"C(160; 13, 31, 32, 60)";4;2,90566;640;968952966
"C(160; 17, 20, 21, 32)";4;2,90566;640;968952966
"C(160; 19, 20, 23, 32)";4;2,90566;640;968952966
"C(160; 20, 31, 37, 64)";4;2,90566;640;968952966
"C(160; 20, 32, 33, 69)";4;2,90566;640;968952966
"C(160; 20, 32, 51, 73)";4;2,90566;640;968952966
"C(160; 20, 32, 57, 61)";4;2,90566;640;968952966
"C(160; 20, 32, 59, 63)";4;2,90566;640;968952966
"C(160; 20, 53, 64, 79)";4;2,90566;640;968952966
"C(160; 21, 60, 64, 73)";4;2,90566;640;968952966
"C(160; 27, 32, 60, 71)";4;2,90566;640;968952966
"C(160; 32, 37, 39, 60)";4;2,90566;640;968952966
"C(160; 32, 49, 60, 67)";4;2,90566;640;968952966
"C(160; 47, 60, 61, 64)";4;2,90566;640;968952966
"C(160; 51, 60, 63, 64)";4;2,90566;640;968952966
"C(160; 57, 60, 64, 69)";4;2,90566;640;968952966
