Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
837;C(837, 1, 294);20;13.63636;164;1674
837;C(837, 147, 418);20;13.63636;164;1674
