Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
990;C(990, 1, 44);22;14.83721;182;1980
990;C(990, 1, 46);22;14.83721;182;1980
990;C(990, 1, 134);22;14.83721;182;1980
990;C(990, 1, 136);22;14.83721;182;1980
990;C(990, 1, 226);22;14.83721;182;1980
990;C(990, 1, 224);22;14.83721;182;1980
990;C(990, 1, 314);22;14.83721;182;1980
990;C(990, 1, 316);22;14.83721;182;1980
990;C(990, 1, 404);22;14.83721;182;1980
990;C(990, 1, 406);22;14.83721;182;1980
