Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Count K; Signature; Diameter; Average distance; Generation time; Number of connections 
966;C(966, 1, 146);23;14.69948;181;1932
966;C(966, 1, 183);23;14.69948;181;1932
966;C(966, 1, 125);23;14.69948;181;1932
966;C(966, 1, 167);23;14.69948;181;1932
966;C(966, 1, 185);23;14.69948;181;1932
966;C(966, 1, 209);23;14.69948;181;1932
966;C(966, 1, 251);23;14.69948;181;1932
966;C(966, 1, 293);23;14.69948;181;1932
966;C(966, 1, 211);23;14.69948;181;1932
966;C(966, 1, 229);23;14.69948;181;1932
966;C(966, 1, 253);23;14.69948;181;1932
966;C(966, 1, 295);23;14.69948;181;1932
966;C(966, 1, 231);23;14.69948;181;1932
966;C(966, 1, 369);23;14.69948;181;1932
966;C(966, 1, 335);23;14.69948;181;1932
966;C(966, 1, 377);23;14.69948;181;1932
966;C(966, 1, 337);23;14.69948;181;1932
966;C(966, 1, 367);23;14.69948;181;1932
966;C(966, 1, 379);23;14.69948;181;1932
966;C(966, 1, 421);23;14.69948;181;1932
966;C(966, 1, 463);23;14.69948;181;1932
966;C(966, 1, 459);23;14.69948;181;1932
966;C(966, 1, 419);23;14.69948;181;1932
966;C(966, 1, 461);23;14.69948;181;1932
