Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(260; 1, 72)";11;7,60232;520;1930270
"C(260; 3, 44)";11;7,60232;520;1930270
"C(260; 4, 47)";11;7,60232;520;1930270
"C(260; 8, 29)";11;7,60232;520;1930270
"C(260; 8, 101)";11;7,60232;520;1930270
"C(260; 11, 12)";11;7,60232;520;1930270
"C(260; 12, 119)";11;7,60232;520;1930270
"C(260; 17, 76)";11;7,60232;520;1930270
"C(260; 19, 68)";11;7,60232;520;1930270
"C(260; 23, 96)";11;7,60232;520;1930270
"C(260; 24, 43)";11;7,60232;520;1930270
"C(260; 27, 124)";11;7,60232;520;1930270
"C(260; 28, 61)";11;7,60232;520;1930270
"C(260; 28, 69)";11;7,60232;520;1930270
"C(260; 31, 108)";11;7,60232;520;1930270
"C(260; 32, 51)";11;7,60232;520;1930270
"C(260; 32, 79)";11;7,60232;520;1930270
"C(260; 33, 36)";11;7,60232;520;1930270
"C(260; 37, 64)";11;7,60232;520;1930270
"C(260; 41, 92)";11;7,60232;520;1930270
"C(260; 44, 127)";11;7,60232;520;1930270
"C(260; 53, 84)";11;7,60232;520;1930270
"C(260; 56, 57)";11;7,60232;520;1930270
"C(260; 56, 73)";11;7,60232;520;1930270
"C(260; 59, 88)";11;7,60232;520;1930270
"C(260; 64, 93)";11;7,60232;520;1930270
"C(260; 67, 116)";11;7,60232;520;1930270
"C(260; 68, 111)";11;7,60232;520;1930270
"C(260; 71, 88)";11;7,60232;520;1930270
"C(260; 72, 129)";11;7,60232;520;1930270
"C(260; 76, 113)";11;7,60232;520;1930270
"C(260; 77, 84)";11;7,60232;520;1930270
"C(260; 81, 112)";11;7,60232;520;1930270
"C(260; 89, 92)";11;7,60232;520;1930270
"C(260; 96, 107)";11;7,60232;520;1930270
"C(260; 99, 108)";11;7,60232;520;1930270
"C(260; 103, 124)";11;7,60232;520;1930270
"C(260; 121, 128)";11;7,60232;520;1930270
