Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
350;C(350, 1, 6, 28, 80, 151);4;3.140401;2365630;1750
350;C(350, 1, 6, 28, 97, 142);4;3.140401;2365630;1750
350;C(350, 1, 6, 44, 64, 161);4;3.140401;2365630;1750
350;C(350, 1, 6, 46, 82, 107);4;3.140401;2365630;1750
350;C(350, 1, 6, 47, 72, 110);4;3.140401;2365630;1750
350;C(350, 1, 6, 57, 93, 133);4;3.140401;2365630;1750
350;C(350, 1, 6, 61, 77, 102);4;3.140401;2365630;1750
350;C(350, 1, 6, 66, 107, 156);4;3.140401;2365630;1750
350;C(350, 1, 7, 25, 54, 142);4;3.140401;2365630;1750
350;C(350, 1, 7, 32, 68, 120);4;3.140401;2365630;1750
350;C(350, 1, 7, 36, 60, 147);4;3.140401;2365630;1750
350;C(350, 1, 7, 46, 82, 109);4;3.140401;2365630;1750
350;C(350, 1, 7, 73, 111, 162);4;3.140401;2365630;1750
350;C(350, 1, 7, 85, 104, 138);4;3.140401;2365630;1750
350;C(350, 1, 8, 29, 101, 134);4;3.140401;2365630;1750
350;C(350, 1, 8, 41, 63, 157);4;3.140401;2365630;1750
350;C(350, 1, 8, 41, 86, 105);4;3.140401;2365630;1750
350;C(350, 1, 8, 46, 72, 123);4;3.140401;2365630;1750
350;C(350, 1, 8, 48, 67, 129);4;3.140401;2365630;1750
350;C(350, 1, 8, 81, 118, 137);4;3.140401;2365630;1750
350;C(350, 1, 8, 91, 135, 156);4;3.140401;2365630;1750
350;C(350, 1, 8, 108, 138, 157);4;3.140401;2365630;1750
350;C(350, 1, 9, 24, 89, 141);4;3.140401;2365630;1750
350;C(350, 1, 9, 32, 80, 132);4;3.140401;2365630;1750
350;C(350, 1, 9, 42, 96, 164);4;3.140401;2365630;1750
350;C(350, 1, 9, 62, 86, 152);4;3.140401;2365630;1750
350;C(350, 1, 10, 33, 130, 136);4;3.140401;2365630;1750
350;C(350, 1, 10, 46, 52, 163);4;3.140401;2365630;1750
350;C(350, 1, 12, 19, 65, 126);4;3.140401;2365630;1750
350;C(350, 1, 12, 45, 52, 139);4;3.140401;2365630;1750
