Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
74;C(74, 1, 10, 13, 18, 34);3;2.041096;378;370
74;C(74, 1, 10, 14, 17, 22);3;2.041096;378;370
