Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
331;C(331, 1, 6, 21, 82, 133);4;3.090909;1709856;1655
331;C(331, 1, 7, 26, 114, 144);4;3.090909;1709856;1655
331;C(331, 1, 7, 44, 104, 152);4;3.090909;1709856;1655
331;C(331, 1, 7, 53, 125, 149);4;3.090909;1709856;1655
331;C(331, 1, 7, 101, 133, 156);4;3.090909;1709856;1655
331;C(331, 1, 8, 28, 67, 109);4;3.090909;1709856;1655
331;C(331, 1, 8, 34, 123, 143);4;3.090909;1709856;1655
331;C(331, 1, 8, 63, 91, 104);4;3.090909;1709856;1655
331;C(331, 1, 9, 24, 69, 98);4;3.090909;1709856;1655
331;C(331, 1, 10, 35, 84, 112);4;3.090909;1709856;1655
331;C(331, 1, 11, 40, 128, 143);4;3.090909;1709856;1655
331;C(331, 1, 12, 43, 77, 93);4;3.090909;1709856;1655
331;C(331, 1, 13, 30, 124, 132);4;3.090909;1709856;1655
331;C(331, 1, 13, 31, 72, 140);4;3.090909;1709856;1655
331;C(331, 1, 13, 32, 85, 154);4;3.090909;1709856;1655
331;C(331, 1, 14, 53, 87, 150);4;3.090909;1709856;1655
331;C(331, 1, 15, 49, 58, 139);4;3.090909;1709856;1655
331;C(331, 1, 18, 41, 132, 143);4;3.090909;1709856;1655
331;C(331, 1, 19, 25, 109, 142);4;3.090909;1709856;1655
331;C(331, 1, 20, 67, 140, 148);4;3.090909;1709856;1655
331;C(331, 1, 21, 48, 60, 113);4;3.090909;1709856;1655
331;C(331, 1, 21, 75, 133, 163);4;3.090909;1709856;1655
331;C(331, 1, 22, 48, 79, 85);4;3.090909;1709856;1655
331;C(331, 1, 23, 32, 51, 90);4;3.090909;1709856;1655
331;C(331, 1, 24, 34, 75, 138);4;3.090909;1709856;1655
331;C(331, 1, 24, 35, 86, 115);4;3.090909;1709856;1655
331;C(331, 1, 25, 41, 60, 113);4;3.090909;1709856;1655
331;C(331, 1, 25, 84, 146, 156);4;3.090909;1709856;1655
331;C(331, 1, 26, 32, 41, 143);4;3.090909;1709856;1655
331;C(331, 1, 26, 87, 124, 142);4;3.090909;1709856;1655
331;C(331, 1, 27, 43, 137, 146);4;3.090909;1709856;1655
331;C(331, 1, 27, 74, 89, 112);4;3.090909;1709856;1655
331;C(331, 1, 28, 60, 125, 160);4;3.090909;1709856;1655
331;C(331, 1, 29, 69, 77, 121);4;3.090909;1709856;1655
331;C(331, 1, 31, 51, 74, 142);4;3.090909;1709856;1655
331;C(331, 1, 31, 53, 130, 144);4;3.090909;1709856;1655
331;C(331, 1, 33, 55, 124, 162);4;3.090909;1709856;1655
331;C(331, 1, 35, 51, 112, 125);4;3.090909;1709856;1655
331;C(331, 1, 41, 69, 127, 142);4;3.090909;1709856;1655
331;C(331, 1, 45, 63, 139, 163);4;3.090909;1709856;1655
331;C(331, 1, 47, 63, 104, 130);4;3.090909;1709856;1655
331;C(331, 1, 49, 93, 121, 128);4;3.090909;1709856;1655
331;C(331, 1, 50, 67, 125, 160);4;3.090909;1709856;1655
331;C(331, 1, 50, 79, 88, 133);4;3.090909;1709856;1655
331;C(331, 1, 58, 71, 112, 122);4;3.090909;1709856;1655
331;C(331, 1, 59, 64, 82, 97);4;3.090909;1709856;1655
331;C(331, 1, 84, 92, 103, 131);4;3.090909;1709856;1655
331;C(331, 1, 88, 97, 119, 131);4;3.090909;1709856;1655
331;C(331, 1, 113, 118, 147, 158);4;3.090909;1709856;1655
331;C(331, 1, 113, 140, 154, 160);4;3.090909;1709856;1655
