Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
47;C(47, 1, 2, 9, 15, 20);2;1.782609;36;235
47;C(47, 1, 2, 9, 15, 21);2;1.782609;36;235
47;C(47, 1, 3, 5, 14, 21);2;1.782609;36;235
47;C(47, 1, 3, 8, 10, 22);2;1.782609;36;235
47;C(47, 1, 3, 10, 17, 22);2;1.782609;36;235
47;C(47, 1, 4, 6, 15, 19);2;1.782609;36;235
47;C(47, 1, 4, 9, 11, 15);2;1.782609;36;235
47;C(47, 1, 4, 10, 14, 21);2;1.782609;36;235
47;C(47, 1, 5, 6, 9, 22);2;1.782609;36;235
47;C(47, 1, 5, 14, 18, 21);2;1.782609;36;235
47;C(47, 1, 5, 17, 19, 20);2;1.782609;36;235
47;C(47, 1, 6, 7, 10, 22);2;1.782609;36;235
47;C(47, 1, 6, 9, 13, 18);2;1.782609;36;235
47;C(47, 1, 7, 8, 12, 22);2;1.782609;36;235
47;C(47, 1, 7, 11, 14, 16);2;1.782609;36;235
47;C(47, 1, 8, 9, 12, 14);2;1.782609;36;235
47;C(47, 1, 8, 11, 15, 21);2;1.782609;36;235
47;C(47, 1, 10, 16, 19, 23);2;1.782609;36;235
47;C(47, 1, 12, 17, 20, 21);2;1.782609;36;235
47;C(47, 1, 13, 16, 19, 23);2;1.782609;36;235
