Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
165;C(165, 1, 6, 56, 69, 72);3;2.573171;30355;825
165;C(165, 1, 7, 33, 49, 78);3;2.573171;30355;825
165;C(165, 1, 7, 36, 47, 66);3;2.573171;30355;825
165;C(165, 1, 9, 45, 56, 69);3;2.573171;30355;825
165;C(165, 1, 10, 26, 66, 71);3;2.573171;30355;825
165;C(165, 1, 19, 25, 29, 66);3;2.573171;30355;825
165;C(165, 1, 29, 39, 45, 72);3;2.573171;30355;825
165;C(165, 1, 30, 48, 74, 81);3;2.573171;30355;825
165;C(165, 1, 33, 42, 47, 64);3;2.573171;30355;825
165;C(165, 1, 35, 66, 74, 79);3;2.573171;30355;825
165;C(165, 1, 39, 45, 56, 66);3;2.573171;30355;825
