Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(267; 2, 75)";12;7,69925;534;2335283
"C(267; 3, 25)";12;7,69925;534;2335283
"C(267; 3, 64)";12;7,69925;534;2335283
"C(267; 4, 117)";12;7,69925;534;2335283
"C(267; 5, 54)";12;7,69925;534;2335283
"C(267; 6, 50)";12;7,69925;534;2335283
"C(267; 6, 128)";12;7,69925;534;2335283
"C(267; 8, 33)";12;7,69925;534;2335283
"C(267; 11, 12)";12;7,69925;534;2335283
"C(267; 12, 100)";12;7,69925;534;2335283
"C(267; 13, 87)";12;7,69925;534;2335283
"C(267; 15, 53)";12;7,69925;534;2335283
"C(267; 16, 66)";12;7,69925;534;2335283
"C(267; 17, 30)";12;7,69925;534;2335283
"C(267; 18, 61)";12;7,69925;534;2335283
"C(267; 19, 45)";12;7,69925;534;2335283
"C(267; 20, 51)";12;7,69925;534;2335283
"C(267; 21, 86)";12;7,69925;534;2335283
"C(267; 21, 92)";12;7,69925;534;2335283
"C(267; 22, 24)";12;7,69925;534;2335283
"C(267; 23, 72)";12;7,69925;534;2335283
"C(267; 24, 67)";12;7,69925;534;2335283
"C(267; 26, 93)";12;7,69925;534;2335283
"C(267; 27, 47)";12;7,69925;534;2335283
"C(267; 30, 106)";12;7,69925;534;2335283
"C(267; 31, 39)";12;7,69925;534;2335283
"C(267; 33, 97)";12;7,69925;534;2335283
"C(267; 34, 60)";12;7,69925;534;2335283
"C(267; 35, 111)";12;7,69925;534;2335283
"C(267; 36, 122)";12;7,69925;534;2335283
"C(267; 37, 81)";12;7,69925;534;2335283
"C(267; 38, 90)";12;7,69925;534;2335283
"C(267; 39, 58)";12;7,69925;534;2335283
"C(267; 40, 102)";12;7,69925;534;2335283
"C(267; 41, 69)";12;7,69925;534;2335283
"C(267; 42, 83)";12;7,69925;534;2335283
"C(267; 42, 95)";12;7,69925;534;2335283
"C(267; 44, 48)";12;7,69925;534;2335283
"C(267; 46, 123)";12;7,69925;534;2335283
"C(267; 48, 133)";12;7,69925;534;2335283
"C(267; 49, 102)";12;7,69925;534;2335283
"C(267; 51, 109)";12;7,69925;534;2335283
"C(267; 52, 81)";12;7,69925;534;2335283
"C(267; 54, 94)";12;7,69925;534;2335283
"C(267; 55, 60)";12;7,69925;534;2335283
"C(267; 57, 59)";12;7,69925;534;2335283
"C(267; 57, 119)";12;7,69925;534;2335283
"C(267; 62, 78)";12;7,69925;534;2335283
"C(267; 63, 80)";12;7,69925;534;2335283
"C(267; 63, 98)";12;7,69925;534;2335283
"C(267; 65, 99)";12;7,69925;534;2335283
"C(267; 66, 73)";12;7,69925;534;2335283
"C(267; 68, 120)";12;7,69925;534;2335283
"C(267; 69, 130)";12;7,69925;534;2335283
"C(267; 71, 126)";12;7,69925;534;2335283
"C(267; 72, 112)";12;7,69925;534;2335283
"C(267; 74, 105)";12;7,69925;534;2335283
"C(267; 75, 91)";12;7,69925;534;2335283
"C(267; 76, 87)";12;7,69925;534;2335283
"C(267; 78, 116)";12;7,69925;534;2335283
"C(267; 79, 108)";12;7,69925;534;2335283
"C(267; 82, 129)";12;7,69925;534;2335283
"C(267; 84, 101)";12;7,69925;534;2335283
"C(267; 85, 117)";12;7,69925;534;2335283
"C(267; 90, 127)";12;7,69925;534;2335283
"C(267; 93, 115)";12;7,69925;534;2335283
"C(267; 99, 113)";12;7,69925;534;2335283
"C(267; 104, 105)";12;7,69925;534;2335283
"C(267; 107, 126)";12;7,69925;534;2335283
"C(267; 110, 120)";12;7,69925;534;2335283
"C(267; 111, 124)";12;7,69925;534;2335283
"C(267; 114, 118)";12;7,69925;534;2335283
"C(267; 121, 132)";12;7,69925;534;2335283
