Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мкс);Кол-во соединений
501;"C(501; 1, 93)";16;10,56;25543372;1002
502;"C(502; 1, 68)";16;10,5709;24205398;1004
503;"C(503; 1, 66)";16;10,5817;27653049;1006
504;"C(504; 3, 64)";16;10,5924;22075867;1008
505;"C(505; 1, 90)";16;10,6032;26976953;1010
506;"C(506; 1, 136)";16;10,6139;25691730;1012
507;"C(507; 1, 96)";16;10,6245;26672788;1014
508;"C(508; 1, 236)";16;10,6351;25384443;1016
509;"C(509; 1, 35)";16;10,6457;28879057;1018
510;"C(510; 2, 225)";16;10,6562;23363523;1020
511;"C(511; 1, 31)";16;10,6667;28861338;1022
512;"C(512; 1, 31)";16;10,6771;25662178;1024
513;"C(513; 1, 31)";16;10,6875;28054891;1026
514;"C(514; 1, 120)";16;10,6979;27729558;1028
515;"C(515; 1, 90)";16;10,7082;30211445;1030
516;"C(516; 1, 92)";16;10,7184;26091001;1032
517;"C(517; 1, 98)";16;10,7287;30751998;1034
518;"C(518; 1, 60)";16;10,7389;27296779;1036
519;"C(519; 1, 62)";16;10,749;29543461;1038
520;"C(520; 1, 152)";16;10,7592;27139620;1040
521;"C(521; 1, 91)";16;10,7692;32480617;1042
522;"C(522; 1, 214)";16;10,7793;27463651;1044
523;"C(523; 1, 36)";16;10,7893;33238317;1046
524;"C(524; 1, 184)";16;10,7992;29144014;1048
525;"C(525; 1, 30)";16;10,8092;29682110;1050
526;"C(526; 1, 30)";16;10,819;29754402;1052
527;"C(527; 1, 34)";16;10,8289;34394749;1054
528;"C(528; 1, 32)";16;10,8387;27302214;1056
529;"C(529; 1, 32)";16;10,8485;34142208;1058
