Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мкс);Кол-во соединений
421;C(421, 1, 16, 182);7;5.03333;10777707;1263
421;C(421, 1, 64, 79);7;5.03333;10777707;1263
421;C(421, 1, 125, 192);7;5.03333;10777707;1263
422;C(422, 1, 72, 112);7;5.038;10095696;1266
423;C(423, 1, 15, 185);7;5.06635;10317948;1269
423;C(423, 1, 16, 183);7;5.06635;10317948;1269
423;C(423, 1, 102, 165);7;5.06635;10317948;1269
424;C(424, 1, 62, 146);7;5.06856;10989875;1272
425;C(425, 1, 11, 162);7;5.08491;10467241;1275
425;C(425, 1, 92, 116);7;5.08491;10467241;1275
425;C(425, 1, 97, 202);7;5.08491;10467241;1275
426;C(426, 1, 36, 50);7;5.05647;10267882;1278
427;C(427, 1, 34, 59);7;5.07512;10040267;1281
427;C(427, 1, 44, 152);7;5.07512;10040267;1281
427;C(427, 1, 113, 165);7;5.07512;10040267;1281
428;C(428, 1, 22, 188);7;5.1007;10169604;1284
429;C(429, 1, 76, 182);7;5.1028;10034078;1287
429;C(429, 1, 104, 175);7;5.1028;10034078;1287
430;C(430, 1, 76, 166);7;5.09324;10151810;1290
431;C(431, 1, 32, 55);7;5.10698;10575351;1293
431;C(431, 1, 47, 211);7;5.10698;10575351;1293
431;C(431, 1, 96, 202);7;5.10698;10575351;1293
432;C(432, 1, 188, 198);7;5.10673;10435855;1296
433;C(433, 1, 47, 212);7;5.11574;11296140;1299
433;C(433, 1, 69, 129);7;5.11574;11296140;1299
433;C(433, 1, 96, 182);7;5.11574;11296140;1299
434;C(434, 1, 68, 178);7;5.12471;11383345;1302
435;C(435, 1, 34, 59);7;5.12903;12874985;1305
435;C(435, 1, 59, 169);7;5.12903;12874985;1305
435;C(435, 1, 64, 139);7;5.12903;12874985;1305
436;C(436, 1, 37, 64);7;5.12184;12412444;1308
436;C(436, 1, 96, 165);7;5.12184;12412444;1308
437;C(437, 1, 34, 177);8;5.11009;11686126;1311
437;C(437, 1, 64, 79);8;5.11009;11686126;1311
437;C(437, 1, 90, 198);8;5.11009;11686126;1311
438;C(438, 1, 56, 120);7;5.1373;12274694;1314
438;C(438, 1, 100, 208);7;5.1373;12274694;1314
439;C(439, 1, 69, 180);7;5.12785;12985099;1317
439;C(439, 1, 70, 131);7;5.12785;12985099;1317
439;C(439, 1, 100, 124);7;5.12785;12985099;1317
440;C(440, 1, 30, 71);7;5.14579;12699601;1320
440;C(440, 1, 31, 50);7;5.14579;12699601;1320
440;C(440, 1, 70, 131);7;5.14579;12699601;1320
441;C(441, 1, 155, 213);7;5.14545;12587602;1323
441;C(441, 1, 192, 202);7;5.14545;12587602;1323
442;C(442, 1, 12, 97);7;5.19955;12751098;1326
442;C(442, 1, 41, 50);7;5.19955;12751098;1326
443;C(443, 1, 24, 202);7;5.14027;11852626;1329
443;C(443, 1, 101, 125);7;5.14027;11852626;1329
443;C(443, 1, 193, 203);7;5.14027;11852626;1329
444;C(444, 1, 8, 80);7;5.20316;12453702;1332
445;C(445, 1, 24, 203);7;5.15315;12219341;1335
445;C(445, 1, 27, 204);7;5.15315;12219341;1335
445;C(445, 1, 33, 57);7;5.15315;12219341;1335
446;C(446, 1, 38, 46);7;5.21798;13663403;1338
447;C(447, 1, 9, 187);7;5.20628;13189801;1341
447;C(447, 1, 12, 98);7;5.20628;13189801;1341
448;C(448, 1, 36, 44);7;5.217;12384929;1344
449;C(449, 1, 8, 81);7;5.21875;11840290;1347
449;C(449, 1, 46, 56);7;5.21875;11840290;1347
449;C(449, 1, 194, 205);7;5.21875;11840290;1347
450;C(450, 1, 11, 100);7;5.21381;12084039;1350
450;C(450, 1, 41, 50);7;5.21381;12084039;1350
