Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
1012;C(1012, 1, 45);23;15.01484;212;2024
1012;C(1012, 1, 87);23;15.01484;212;2024
1012;C(1012, 1, 47);23;15.01484;212;2024
1012;C(1012, 1, 89);23;15.01484;212;2024
1012;C(1012, 1, 43);23;15.01484;212;2024
1012;C(1012, 1, 139);23;15.01484;212;2024
1012;C(1012, 1, 133);23;15.01484;212;2024
1012;C(1012, 1, 175);23;15.01484;212;2024
1012;C(1012, 1, 177);23;15.01484;212;2024
1012;C(1012, 1, 131);23;15.01484;212;2024
1012;C(1012, 1, 137);23;15.01484;212;2024
1012;C(1012, 1, 221);23;15.01484;212;2024
1012;C(1012, 1, 263);23;15.01484;212;2024
1012;C(1012, 1, 229);23;15.01484;212;2024
1012;C(1012, 1, 265);23;15.01484;212;2024
1012;C(1012, 1, 231);23;15.01484;212;2024
1012;C(1012, 1, 219);23;15.01484;212;2024
1012;C(1012, 1, 321);23;15.01484;212;2024
1012;C(1012, 1, 309);23;15.01484;212;2024
1012;C(1012, 1, 351);23;15.01484;212;2024
1012;C(1012, 1, 323);23;15.01484;212;2024
1012;C(1012, 1, 353);23;15.01484;212;2024
1012;C(1012, 1, 395);23;15.01484;212;2024
1012;C(1012, 1, 307);23;15.01484;212;2024
1012;C(1012, 1, 397);23;15.01484;212;2024
1012;C(1012, 1, 415);23;15.01484;212;2024
1012;C(1012, 1, 439);23;15.01484;212;2024
1012;C(1012, 1, 441);23;15.01484;212;2024
1012;C(1012, 1, 483);23;15.01484;212;2024
1012;C(1012, 1, 413);23;15.01484;212;2024
1012;C(1012, 1, 485);23;15.01484;212;2024
