Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
680;C(680, 1, 9, 58, 248, 271);5;3.689249;139316577;3400
680;C(680, 1, 10, 67, 121, 216);5;3.689249;139316577;3400
680;C(680, 1, 10, 69, 101, 333);5;3.689249;139316577;3400
680;C(680, 1, 10, 69, 143, 169);5;3.689249;139316577;3400
680;C(680, 1, 10, 83, 203, 328);5;3.689249;139316577;3400
680;C(680, 1, 10, 101, 271, 333);5;3.689249;139316577;3400
680;C(680, 1, 10, 171, 197, 271);5;3.689249;139316577;3400
680;C(680, 1, 14, 111, 216, 302);5;3.689249;139316577;3400
680;C(680, 1, 14, 144, 181, 229);5;3.689249;139316577;3400
680;C(680, 1, 15, 54, 88, 257);5;3.689249;139316577;3400
680;C(680, 1, 15, 78, 113, 182);5;3.689249;139316577;3400
680;C(680, 1, 16, 84, 139, 144);5;3.689249;139316577;3400
680;C(680, 1, 21, 81, 89, 216);5;3.689249;139316577;3400
680;C(680, 1, 24, 33, 153, 261);5;3.689249;139316577;3400
680;C(680, 1, 27, 160, 223, 337);5;3.689249;139316577;3400
680;C(680, 1, 29, 123, 167, 328);5;3.689249;139316577;3400
680;C(680, 1, 29, 224, 293, 337);5;3.689249;139316577;3400
680;C(680, 1, 30, 40, 135, 323);5;3.689249;139316577;3400
680;C(680, 1, 31, 84, 156, 194);5;3.689249;139316577;3400
680;C(680, 1, 39, 113, 280, 331);5;3.689249;139316577;3400
680;C(680, 1, 48, 64, 100, 171);5;3.689249;139316577;3400
680;C(680, 1, 48, 82, 121, 151);5;3.689249;139316577;3400
680;C(680, 1, 56, 171, 180, 300);5;3.689249;139316577;3400
680;C(680, 1, 57, 211, 293, 336);5;3.689249;139316577;3400
680;C(680, 1, 58, 127, 135, 296);5;3.689249;139316577;3400
680;C(680, 1, 60, 100, 331, 336);5;3.689249;139316577;3400
680;C(680, 1, 63, 107, 243, 290);5;3.689249;139316577;3400
680;C(680, 1, 63, 233, 243, 290);5;3.689249;139316577;3400
680;C(680, 1, 69, 101, 184, 259);5;3.689249;139316577;3400
680;C(680, 1, 69, 169, 191, 224);5;3.689249;139316577;3400
680;C(680, 1, 72, 171, 180, 228);5;3.689249;139316577;3400
680;C(680, 1, 78, 112, 271, 281);5;3.689249;139316577;3400
680;C(680, 1, 80, 131, 247, 279);5;3.689249;139316577;3400
680;C(680, 1, 90, 176, 213, 281);5;3.689249;139316577;3400
680;C(680, 1, 94, 129, 139, 296);5;3.689249;139316577;3400
680;C(680, 1, 94, 244, 324, 329);5;3.689249;139316577;3400
680;C(680, 1, 98, 122, 251, 261);5;3.689249;139316577;3400
680;C(680, 1, 99, 133, 187, 336);5;3.689249;139316577;3400
680;C(680, 1, 99, 162, 182, 311);5;3.689249;139316577;3400
680;C(680, 1, 101, 169, 224, 319);5;3.689249;139316577;3400
680;C(680, 1, 101, 169, 313, 330);5;3.689249;139316577;3400
680;C(680, 1, 101, 171, 313, 330);5;3.689249;139316577;3400
680;C(680, 1, 103, 119, 248, 317);5;3.689249;139316577;3400
680;C(680, 1, 105, 188, 225, 275);5;3.689249;139316577;3400
680;C(680, 1, 109, 120, 189, 277);5;3.689249;139316577;3400
680;C(680, 1, 112, 160, 169, 268);5;3.689249;139316577;3400
680;C(680, 1, 113, 123, 152, 211);5;3.689249;139316577;3400
680;C(680, 1, 129, 149, 182, 322);5;3.689249;139316577;3400
680;C(680, 1, 134, 234, 295, 337);5;3.689249;139316577;3400
680;C(680, 1, 140, 189, 220, 264);5;3.689249;139316577;3400
680;C(680, 1, 148, 171, 204, 280);5;3.689249;139316577;3400
680;C(680, 1, 176, 181, 224, 244);5;3.689249;139316577;3400
