Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
642;C(642, 1, 27, 104, 277, 298);5;3.636505;96035187;3210
642;C(642, 1, 27, 141, 152, 200);5;3.636505;96035187;3210
642;C(642, 1, 33, 58, 162, 238);5;3.636505;96035187;3210
642;C(642, 1, 41, 96, 185, 203);5;3.636505;96035187;3210
642;C(642, 1, 44, 171, 207, 232);5;3.636505;96035187;3210
642;C(642, 1, 52, 94, 123, 131);5;3.636505;96035187;3210
642;C(642, 1, 56, 183, 197, 284);5;3.636505;96035187;3210
642;C(642, 1, 59, 114, 149, 221);5;3.636505;96035187;3210
642;C(642, 1, 61, 101, 108, 253);5;3.636505;96035187;3210
642;C(642, 1, 63, 85, 156, 292);5;3.636505;96035187;3210
642;C(642, 1, 69, 81, 101, 294);5;3.636505;96035187;3210
642;C(642, 1, 70, 146, 183, 271);5;3.636505;96035187;3210
642;C(642, 1, 80, 194, 285, 302);5;3.636505;96035187;3210
642;C(642, 1, 87, 226, 300, 317);5;3.636505;96035187;3210
642;C(642, 1, 89, 147, 156, 279);5;3.636505;96035187;3210
642;C(642, 1, 104, 219, 241, 246);5;3.636505;96035187;3210
642;C(642, 1, 105, 110, 170, 244);5;3.636505;96035187;3210
642;C(642, 1, 105, 168, 287, 298);5;3.636505;96035187;3210
642;C(642, 1, 162, 202, 267, 291);5;3.636505;96035187;3210
642;C(642, 1, 164, 177, 194, 199);5;3.636505;96035187;3210
