Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Count K; Signature; Diameter; Average distance; Generation time; Number of connections 
651;C(651, 1, 10, 55, 189, 250);5;3.649231;104263023;3255
651;C(651, 1, 18, 31, 113, 266);5;3.649231;104263023;3255
651;C(651, 1, 25, 65, 84, 320);5;3.649231;104263023;3255
651;C(651, 1, 26, 143, 231, 263);5;3.649231;104263023;3255
651;C(651, 1, 29, 92, 168, 220);5;3.649231;104263023;3255
651;C(651, 1, 31, 131, 204, 249);5;3.649231;104263023;3255
651;C(651, 1, 42, 91, 104, 240);5;3.649231;104263023;3255
651;C(651, 1, 59, 64, 92, 168);5;3.649231;104263023;3255
651;C(651, 1, 59, 71, 173, 252);5;3.649231;104263023;3255
651;C(651, 1, 63, 169, 198, 245);5;3.649231;104263023;3255
651;C(651, 1, 84, 172, 202, 295);5;3.649231;104263023;3255
651;C(651, 1, 90, 204, 288, 301);5;3.649231;104263023;3255
651;C(651, 1, 124, 164, 177, 255);5;3.649231;104263023;3255
651;C(651, 1, 145, 273, 299, 320);5;3.649231;104263023;3255
651;C(651, 1, 182, 213, 248, 265);5;3.649231;104263023;3255
