Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
645;C(645, 1, 18, 94, 255, 317);5;3.639751;98361298;3225
645;C(645, 1, 21, 46, 119, 271);5;3.639751;98361298;3225
645;C(645, 1, 21, 48, 200, 279);5;3.639751;98361298;3225
645;C(645, 1, 26, 66, 121, 221);5;3.639751;98361298;3225
645;C(645, 1, 29, 81, 119, 314);5;3.639751;98361298;3225
645;C(645, 1, 33, 122, 137, 284);5;3.639751;98361298;3225
645;C(645, 1, 37, 69, 91, 188);5;3.639751;98361298;3225
645;C(645, 1, 46, 72, 80, 307);5;3.639751;98361298;3225
645;C(645, 1, 56, 76, 204, 251);5;3.639751;98361298;3225
645;C(645, 1, 57, 67, 205, 223);5;3.639751;98361298;3225
645;C(645, 1, 66, 71, 96, 246);5;3.639751;98361298;3225
645;C(645, 1, 75, 102, 111, 134);5;3.639751;98361298;3225
645;C(645, 1, 77, 126, 244, 305);5;3.639751;98361298;3225
645;C(645, 1, 86, 96, 199, 234);5;3.639751;98361298;3225
645;C(645, 1, 89, 114, 211, 271);5;3.639751;98361298;3225
645;C(645, 1, 93, 134, 223, 298);5;3.639751;98361298;3225
645;C(645, 1, 99, 109, 144, 276);5;3.639751;98361298;3225
645;C(645, 1, 105, 114, 193, 293);5;3.639751;98361298;3225
645;C(645, 1, 107, 130, 141, 208);5;3.639751;98361298;3225
645;C(645, 1, 113, 141, 158, 241);5;3.639751;98361298;3225
645;C(645, 1, 124, 169, 201, 314);5;3.639751;98361298;3225
645;C(645, 1, 127, 199, 210, 288);5;3.639751;98361298;3225
645;C(645, 1, 160, 188, 249, 304);5;3.639751;98361298;3225
