Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(21; 1, 2, 4, 5)";2;1,6;84;99965
"C(21; 1, 3, 4, 5)";2;1,6;84;99965
"C(21; 1, 3, 4, 6)";2;1,6;84;99965
"C(21; 1, 3, 5, 6)";2;1,6;84;99965
"C(21; 1, 4, 5, 6)";2;1,6;84;99965
"C(21; 1, 4, 5, 7)";2;1,6;84;99965
"C(21; 1, 4, 6, 7)";2;1,6;84;99965
"C(21; 1, 4, 6, 8)";2;1,6;84;99965
"C(21; 1, 5, 6, 8)";2;1,6;84;99965
"C(21; 1, 5, 7, 8)";2;1,6;84;99965
"C(21; 1, 5, 7, 9)";2;1,6;84;99965
"C(21; 1, 5, 8, 9)";2;1,6;84;99965
"C(21; 1, 6, 8, 9)";2;1,6;84;99965
"C(21; 1, 7, 8, 9)";2;1,6;84;99965
"C(21; 1, 7, 8, 10)";2;1,6;84;99965
"C(21; 1, 7, 9, 10)";2;1,6;84;99965
