Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(157; 1, 7, 44)";5;3,60256;471;8389887
"C(157; 1, 18, 25)";5;3,60256;471;8389887
"C(157; 2, 36, 50)";5;3,60256;471;8389887
"C(157; 3, 54, 75)";5;3,60256;471;8389887
"C(157; 4, 19, 28)";5;3,60256;471;8389887
"C(157; 5, 9, 68)";5;3,60256;471;8389887
"C(157; 5, 32, 67)";5;3,60256;471;8389887
"C(157; 5, 35, 63)";5;3,60256;471;8389887
"C(157; 6, 7, 49)";5;3,60256;471;8389887
"C(157; 7, 18, 31)";5;3,60256;471;8389887
"C(157; 8, 13, 43)";5;3,60256;471;8389887
"C(157; 8, 17, 46)";5;3,60256;471;8389887
"C(157; 8, 38, 56)";5;3,60256;471;8389887
"C(157; 9, 66, 78)";5;3,60256;471;8389887
"C(157; 10, 18, 21)";5;3,60256;471;8389887
"C(157; 10, 23, 64)";5;3,60256;471;8389887
"C(157; 10, 31, 70)";5;3,60256;471;8389887
"C(157; 11, 13, 77)";5;3,60256;471;8389887
"C(157; 11, 24, 43)";5;3,60256;471;8389887
"C(157; 12, 14, 59)";5;3,60256;471;8389887
"C(157; 12, 57, 73)";5;3,60256;471;8389887
"C(157; 13, 56, 66)";5;3,60256;471;8389887
"C(157; 14, 36, 62)";5;3,60256;471;8389887
"C(157; 15, 27, 47)";5;3,60256;471;8389887
"C(157; 16, 26, 71)";5;3,60256;471;8389887
"C(157; 16, 34, 65)";5;3,60256;471;8389887
"C(157; 16, 45, 76)";5;3,60256;471;8389887
"C(157; 17, 20, 62)";5;3,60256;471;8389887
"C(157; 17, 37, 38)";5;3,60256;471;8389887
"C(157; 19, 24, 51)";5;3,60256;471;8389887
"C(157; 19, 60, 70)";5;3,60256;471;8389887
"C(157; 20, 29, 46)";5;3,60256;471;8389887
"C(157; 20, 36, 42)";5;3,60256;471;8389887
"C(157; 21, 54, 64)";5;3,60256;471;8389887
"C(157; 22, 75, 78)";5;3,60256;471;8389887
"C(157; 24, 28, 39)";5;3,60256;471;8389887
"C(157; 25, 26, 45)";5;3,60256;471;8389887
"C(157; 27, 32, 68)";5;3,60256;471;8389887
"C(157; 27, 41, 77)";5;3,60256;471;8389887
"C(157; 28, 33, 72)";5;3,60256;471;8389887
"C(157; 29, 42, 49)";5;3,60256;471;8389887
"C(157; 30, 35, 69)";5;3,60256;471;8389887
"C(157; 30, 54, 63)";5;3,60256;471;8389887
"C(157; 33, 34, 40)";5;3,60256;471;8389887
"C(157; 33, 39, 74)";5;3,60256;471;8389887
"C(157; 37, 55, 58)";5;3,60256;471;8389887
"C(157; 37, 59, 62)";5;3,60256;471;8389887
"C(157; 38, 48, 55)";5;3,60256;471;8389887
"C(157; 40, 58, 65)";5;3,60256;471;8389887
"C(157; 40, 72, 73)";5;3,60256;471;8389887
"C(157; 41, 47, 74)";5;3,60256;471;8389887
"C(157; 43, 46, 51)";5;3,60256;471;8389887
"C(157; 47, 61, 76)";5;3,60256;471;8389887
"C(157; 48, 56, 78)";5;3,60256;471;8389887
"C(157; 50, 52, 67)";5;3,60256;471;8389887
"C(157; 55, 65, 71)";5;3,60256;471;8389887
"C(157; 58, 59, 73)";5;3,60256;471;8389887
"C(157; 66, 68, 77)";5;3,60256;471;8389887
