Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(124; 1, 10, 54)";5;3,30081;372;96590
"C(124; 2, 14, 25)";5;3,30081;372;2604487
"C(124; 2, 18, 23)";5;3,30081;372;2604487
"C(124; 2, 18, 39)";5;3,30081;372;2604487
"C(124; 3, 30, 38)";5;3,30081;372;2604487
"C(124; 6, 7, 54)";5;3,30081;372;2604487
"C(124; 6, 13, 42)";5;3,30081;372;2604487
"C(124; 6, 54, 55)";5;3,30081;372;2604487
"C(124; 9, 10, 34)";5;3,30081;372;2604487
"C(124; 10, 54, 61)";5;3,30081;372;2604487
"C(124; 11, 14, 26)";5;3,30081;372;2604487
"C(124; 14, 26, 51)";5;3,30081;372;2604487
"C(124; 15, 26, 58)";5;3,30081;372;2604487
"C(124; 17, 46, 50)";5;3,30081;372;2604487
"C(124; 18, 21, 38)";5;3,30081;372;2604487
"C(124; 18, 38, 41)";5;3,30081;372;2604487
"C(124; 19, 34, 58)";5;3,30081;372;2604487
"C(124; 22, 27, 30)";5;3,30081;372;2604487
"C(124; 22, 30, 35)";5;3,30081;372;2604487
"C(124; 22, 50, 57)";5;3,30081;372;2604487
"C(124; 26, 47, 58)";5;3,30081;372;2604487
"C(124; 29, 42, 46)";5;3,30081;372;2604487
"C(124; 30, 38, 59)";5;3,30081;372;2604487
"C(124; 33, 42, 46)";5;3,30081;372;2604487
"C(124; 34, 43, 58)";5;3,30081;372;2604487
"C(124; 45, 46, 50)";5;3,30081;372;2604487
