N,K,S,diameter,averageShortestPathLength,edges
2589,5,C(2589;1;25;632;836;1129),7,4.9961360123647607,12945
2589,5,C(2589;1;137;932;1094;1268),7,4.9961360123647607,12945
2589,5,C(2589;1;169;205;983;1046),7,4.9961360123647607,12945
2589,5,C(2589;1;250;581;1027;1201),7,4.9961360123647607,12945
2589,5,C(2589;1;254;448;631;1225),7,4.9961360123647607,12945
2589,5,C(2589;1;298;611;959;1124),7,4.9961360123647607,12945
2589,5,C(2589;1;490;665;794;1009),7,4.9961360123647607,12945
2589,5,C(2589;1;542;872;956;1103),7,4.9961360123647607,12945
2589,5,C(2589;1;635;838;1031;1061),7,4.9961360123647607,12945
2589,5,C(2589;1;745;895;926;1238),7,4.9961360123647607,12945
