N,K,S,diameter,averageShortestPathLength,edges
2071,5,C(2071;1;18;156;262;460),7,4.7613526570048306,10355
2071,5,C(2071;1;81;702;892;1031),7,4.7613526570048306,10355
2071,5,C(2071;1;115;699;935;946),7,4.7613526570048306,10355
2071,5,C(2071;1;119;310;394;920),7,4.7613526570048306,10355
2071,5,C(2071;1;139;205;457;651),7,4.7613526570048306,10355
2071,5,C(2071;1;149;250;338;520),7,4.7613526570048306,10355
2071,5,C(2071;1;166;267;917;1027),7,4.7613526570048306,10355
2071,5,C(2071;1;337;509;661;795),7,4.7613526570048306,10355
2071,5,C(2071;1;385;609;717;1006),7,4.7613526570048306,10355
2071,5,C(2071;1;571;671;992;1012),7,4.7613526570048306,10355
