N,K,S,diameter,averageShortestPathLength,edges
1645,5,C(1645;1;11;92;502;703),6,4.5279805352798057,8225
1645,5,C(1645;1;18;46;447;674),6,4.5279805352798057,8225
1645,5,C(1645;1;44;144;213;698),6,4.5279805352798057,8225
1645,5,C(1645;1;111;379;541;683),6,4.5279805352798057,8225
1645,5,C(1645;1;113;485;545;810),6,4.5279805352798057,8225
1645,5,C(1645;1;117;358;486;751),6,4.5279805352798057,8225
1645,5,C(1645;1;149;204;386;493),6,4.5279805352798057,8225
1645,5,C(1645;1;276;374;389;467),6,4.5279805352798057,8225
1645,5,C(1645;1;299;363;403;457),6,4.5279805352798057,8225
1645,5,C(1645;1;310;330;415;757),6,4.5279805352798057,8225
1645,5,C(1645;1;327;443;627;737),6,4.5279805352798057,8225
1645,5,C(1645;1;456;499;557;741),6,4.5279805352798057,8225
