N,K,S,diameter,averageShortestPathLength,edges
614,5,C(614;1;6;49;162;182),5,3.6003262642740621,3070
614,5,C(614;1;9;227;259;272),5,3.6003262642740621,3070
614,5,C(614;1;19;108;203;275),5,3.6003262642740621,3070
614,5,C(614;1;38;43;97;273),5,3.6003262642740621,3070
614,5,C(614;1;50;84;122;213),5,3.6003262642740621,3070
614,5,C(614;1;58;165;245;257),5,3.6003262642740621,3070
614,5,C(614;1;59;162;202;215),5,3.6003262642740621,3070
614,5,C(614;1;60;128;164;175),5,3.6003262642740621,3070
614,5,C(614;1;86;243;274;281),5,3.6003262642740621,3070
614,5,C(614;1;94;140;178;207),5,3.6003262642740621,3070
614,5,C(614;1;178;222;283;297),5,3.6003262642740621,3070
