N,K,S,diameter,averageShortestPathLength,edges
1558,5,C(1558;1;16;174;199;304),6,4.4739884393063587,7790
1558,5,C(1558;1;23;168;255;476),6,4.4739884393063587,7790
1558,5,C(1558;1;36;102;501;617),6,4.4739884393063587,7790
1558,5,C(1558;1;36;188;464;473),6,4.4739884393063587,7790
1558,5,C(1558;1;65;119;254;402),6,4.4739884393063587,7790
1558,5,C(1558;1;68;150;649;767),6,4.4739884393063587,7790
1558,5,C(1558;1;102;150;372;685),6,4.4739884393063587,7790
1558,5,C(1558;1;116;191;359;564),6,4.4739884393063587,7790
1558,5,C(1558;1;234;321;462;570),6,4.4739884393063587,7790
1558,5,C(1558;1;236;316;648;721),6,4.4739884393063587,7790
1558,5,C(1558;1;271;318;346;553),6,4.4739884393063587,7790
1558,5,C(1558;1;288;313;438;447),6,4.4739884393063587,7790
1558,5,C(1558;1;408;658;707;773),6,4.4739884393063587,7790
1558,5,C(1558;1;462;571;667;758),6,4.4739884393063587,7790
1558,5,C(1558;1;528;550;590;751),6,4.4739884393063587,7790
