N,K,S,diameter,averageShortestPathLength,edges
1621,5,C(1621;1;59;186;474;640),6,4.5123456790123457,8105
1621,5,C(1621;1;61;136;264;357),6,4.5123456790123457,8105
1621,5,C(1621;1;79;222;232;495),6,4.5123456790123457,8105
1621,5,C(1621;1;154;168;522;585),6,4.5123456790123457,8105
1621,5,C(1621;1;197;448;496;657),6,4.5123456790123457,8105
1621,5,C(1621;1;200;288;441;656),6,4.5123456790123457,8105
1621,5,C(1621;1;208;281;469;554),6,4.5123456790123457,8105
1621,5,C(1621;1;226;287;387;629),6,4.5123456790123457,8105
1621,5,C(1621;1;298;305;567;773),6,4.5123456790123457,8105
1621,5,C(1621;1;356;466;518;538),6,4.5123456790123457,8105
