N,K,S,diameter,averageShortestPathLength,edges
793,5,C(793;1;9;52;280;363),5,3.8257575757575757,3965
793,5,C(793;1;9;57;165;361),5,3.8257575757575757,3965
793,5,C(793;1;9;129;195;237),5,3.8257575757575757,3965
793,5,C(793;1;10;87;121;312),5,3.8257575757575757,3965
793,5,C(793;1;13;163;259;295),5,3.8257575757575757,3965
793,5,C(793;1;19;49;92;309),5,3.8257575757575757,3965
793,5,C(793;1;19;52;204;248),5,3.8257575757575757,3965
793,5,C(793;1;22;199;227;303),5,3.8257575757575757,3965
793,5,C(793;1;27;36;194;242),5,3.8257575757575757,3965
793,5,C(793;1;30;40;299;323),5,3.8257575757575757,3965
793,5,C(793;1;31;39;167;180),5,3.8257575757575757,3965
793,5,C(793;1;41;64;282;290),5,3.8257575757575757,3965
793,5,C(793;1;48;88;246;258),5,3.8257575757575757,3965
793,5,C(793;1;52;199;210;337),5,3.8257575757575757,3965
793,5,C(793;1;53;83;233;335),5,3.8257575757575757,3965
793,5,C(793;1;53;209;251;285),5,3.8257575757575757,3965
793,5,C(793;1;57;88;182;224),5,3.8257575757575757,3965
793,5,C(793;1;58;167;253;297),5,3.8257575757575757,3965
793,5,C(793;1;64;105;204;220),5,3.8257575757575757,3965
793,5,C(793;1;78;250;276;307),5,3.8257575757575757,3965
793,5,C(793;1;86;200;213;262),5,3.8257575757575757,3965
793,5,C(793;1;88;238;250;286),5,3.8257575757575757,3965
793,5,C(793;1;94;134;292;380),5,3.8257575757575757,3965
793,5,C(793;1;100;155;378;389),5,3.8257575757575757,3965
793,5,C(793;1;110;142;247;308),5,3.8257575757575757,3965
793,5,C(793;1;115;274;322;329),5,3.8257575757575757,3965
793,5,C(793;1;129;134;287;300),5,3.8257575757575757,3965
793,5,C(793;1;146;181;267;374),5,3.8257575757575757,3965
793,5,C(793;1;178;210;277;285),5,3.8257575757575757,3965
793,5,C(793;1;185;195;263;280),5,3.8257575757575757,3965
793,5,C(793;1;209;295;312;367),5,3.8257575757575757,3965
793,5,C(793;1;218;276;341;361),5,3.8257575757575757,3965
793,5,C(793;1;226;235;263;389),5,3.8257575757575757,3965
793,5,C(793;1;253;325;383;388),5,3.8257575757575757,3965
793,5,C(793;1;258;292;320;331),5,3.8257575757575757,3965
793,5,C(793;1;310;320;351;388),5,3.8257575757575757,3965
