N,K,S,diameter,averageShortestPathLength,edges
693,5,C(693;1;6;80;103;220),5,3.7052023121387285,3465
693,5,C(693;1;13;194;224;311),5,3.7052023121387285,3465
693,5,C(693;1;25;56;152;325),5,3.7052023121387285,3465
693,5,C(693;1;26;94;156;176),5,3.7052023121387285,3465
693,5,C(693;1;41;87;96;157),5,3.7052023121387285,3465
693,5,C(693;1;48;128;186;296),5,3.7052023121387285,3465
693,5,C(693;1;74;249;317;341),5,3.7052023121387285,3465
693,5,C(693;1;107;182;205;269),5,3.7052023121387285,3465
693,5,C(693;1;136;145;160;196),5,3.7052023121387285,3465
693,5,C(693;1;150;169;199;285),5,3.7052023121387285,3465
