N,K,S,diameter,averageShortestPathLength,edges
1068,5,C(1068;1;28;45;221;391),6,4.0871602624179948,5340
1068,5,C(1068;1;29;237;256;409),6,4.0871602624179948,5340
1068,5,C(1068;1;35;179;188;491),6,4.0871602624179948,5340
1068,5,C(1068;1;47;61;239;280),6,4.0871602624179948,5340
1068,5,C(1068;1;47;284;295;459),6,4.0871602624179948,5340
1068,5,C(1068;1;82;304;432;503),6,4.0871602624179948,5340
1068,5,C(1068;1;87;220;378;477),6,4.0871602624179948,5340
1068,5,C(1068;1;106;128;155;324),6,4.0871602624179948,5340
1068,5,C(1068;1;143;179;313;524),6,4.0871602624179948,5340
1068,5,C(1068;1;244;385;409;505),6,4.0871602624179948,5340
