N,K,S,diameter,averageShortestPathLength,edges
1999,5,C(1999;1;59;162;377;994),7,4.7287287287287283,9995
1999,5,C(1999;1;131;595;819;876),7,4.7287287287287283,9995
1999,5,C(1999;1;166;198;324;383),7,4.7287287287287283,9995
1999,5,C(1999;1;171;334;432;545),7,4.7287287287287283,9995
1999,5,C(1999;1;228;541;745;954),7,4.7287287287287283,9995
1999,5,C(1999;1;309;327;696;778),7,4.7287287287287283,9995
1999,5,C(1999;1;371;625;841;855),7,4.7287287287287283,9995
1999,5,C(1999;1;401;605;654;681),7,4.7287287287287283,9995
1999,5,C(1999;1;403;412;737;907),7,4.7287287287287283,9995
1999,5,C(1999;1;576;641;739;830),7,4.7287287287287283,9995
