N,K,S,diameter,averageShortestPathLength,edges
471,5,C(471;1;14;35;102;223),5,3.3702127659574468,2355
471,5,C(471;1;24;34;148;188),5,3.3702127659574468,2355
471,5,C(471;1;24;66;80;140),5,3.3702127659574468,2355
471,5,C(471;1;27;97;133;226),5,3.3702127659574468,2355
471,5,C(471;1;37;54;87;134),5,3.3702127659574468,2355
471,5,C(471;1;46;108;130;144),5,3.3702127659574468,2355
471,5,C(471;1;53;116;141;201),5,3.3702127659574468,2355
471,5,C(471;1;60;85;101;233),5,3.3702127659574468,2355
471,5,C(471;1;126;141;161;215),5,3.3702127659574468,2355
471,5,C(471;1;153;196;204;221),5,3.3702127659574468,2355
