N,K,S,diameter,averageShortestPathLength,edges
1553,5,C(1553;1;12;79;278;668),6,4.4690721649484537,7765
1553,5,C(1553;1;20;216;420;553),6,4.4690721649484537,7765
1553,5,C(1553;1;21;50;233;632),6,4.4690721649484537,7765
1553,5,C(1553;1;36;281;480;615),6,4.4690721649484537,7765
1553,5,C(1553;1;55;75;341;427),6,4.4690721649484537,7765
1553,5,C(1553;1;74;159;178;594),6,4.4690721649484537,7765
1553,5,C(1553;1;106;378;396;601),6,4.4690721649484537,7765
1553,5,C(1553;1;136;282;462;647),6,4.4690721649484537,7765
1553,5,C(1553;1;162;374;391;494),6,4.4690721649484537,7765
1553,5,C(1553;1;199;217;337;528),6,4.4690721649484537,7765
1553,5,C(1553;1;279;365;525;672),6,4.4690721649484537,7765
1553,5,C(1553;1;302;531;553;630),6,4.4690721649484537,7765
1553,5,C(1553;1;337;352;451;724),6,4.4690721649484537,7765
1553,5,C(1553;1;354;436;483;747),6,4.4690721649484537,7765
1553,5,C(1553;1;398;489;568;602),6,4.4690721649484537,7765
