N,K,S,diameter,averageShortestPathLength,edges
1123,5,C(1123;1;26;166;289;399),6,4.1354723707664887,5615
1123,5,C(1123;1;48;248;270;504),6,4.1354723707664887,5615
1123,5,C(1123;1;73;100;232;470),6,4.1354723707664887,5615
1123,5,C(1123;1;80;216;287;464),6,4.1354723707664887,5615
1123,5,C(1123;1;90;209;349;462),6,4.1354723707664887,5615
1123,5,C(1123;1;115;158;379;455),6,4.1354723707664887,5615
1123,5,C(1123;1;116;136;167;360),6,4.1354723707664887,5615
1123,5,C(1123;1;117;146;182;551),6,4.1354723707664887,5615
1123,5,C(1123;1;200;214;332;357),6,4.1354723707664887,5615
1123,5,C(1123;1;240;290;324;334),6,4.1354723707664887,5615
