N,K,S,diameter,averageShortestPathLength,edges
1813,5,C(1813;1;23;205;238;371),6,4.6291390728476820,9065
1813,5,C(1813;1;38;503;683;709),6,4.6291390728476820,9065
1813,5,C(1813;1;77;92;505;591),6,4.6291390728476820,9065
1813,5,C(1813;1;161;273;283;743),6,4.6291390728476820,9065
1813,5,C(1813;1;168;378;473;876),6,4.6291390728476820,9065
1813,5,C(1813;1;179;450;613;786),6,4.6291390728476820,9065
1813,5,C(1813;1;227;328;488;788),6,4.6291390728476820,9065
1813,5,C(1813;1;273;353;797;804),6,4.6291390728476820,9065
1813,5,C(1813;1;306;568;653;662),6,4.6291390728476820,9065
1813,5,C(1813;1;316;334;607;697),6,4.6291390728476820,9065
1813,5,C(1813;1;335;368;413;566),6,4.6291390728476820,9065
1813,5,C(1813;1;408;537;595;642),6,4.6291390728476820,9065
