Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
136;C(136, 1, 4, 10, 32, 55);3;2.481482;10127;680
136;C(136, 1, 4, 10, 33, 54);3;2.481482;10127;680
136;C(136, 1, 4, 10, 36, 53);3;2.481482;10127;680
136;C(136, 1, 4, 10, 37, 60);3;2.481482;10127;680
136;C(136, 1, 4, 10, 37, 59);3;2.481482;10127;680
136;C(136, 1, 4, 10, 39, 55);3;2.481482;10127;680
136;C(136, 1, 4, 11, 29, 60);3;2.481482;10127;680
136;C(136, 1, 4, 11, 30, 58);3;2.481482;10127;680
136;C(136, 1, 4, 11, 32, 59);3;2.481482;10127;680
136;C(136, 1, 4, 11, 35, 53);3;2.481482;10127;680
136;C(136, 1, 4, 11, 35, 60);3;2.481482;10127;680
136;C(136, 1, 4, 11, 39, 56);3;2.481482;10127;680
136;C(136, 1, 4, 11, 40, 65);3;2.481482;10127;680
136;C(136, 1, 4, 11, 42, 65);3;2.481482;10127;680
136;C(136, 1, 4, 11, 47, 60);3;2.481482;10127;680
136;C(136, 1, 4, 13, 23, 60);3;2.481482;10127;680
136;C(136, 1, 4, 13, 28, 51);3;2.481482;10127;680
136;C(136, 1, 4, 13, 28, 63);3;2.481482;10127;680
136;C(136, 1, 4, 13, 31, 42);3;2.481482;10127;680
136;C(136, 1, 4, 13, 31, 51);3;2.481482;10127;680
136;C(136, 1, 4, 13, 35, 59);3;2.481482;10127;680
136;C(136, 1, 4, 13, 35, 60);3;2.481482;10127;680
136;C(136, 1, 4, 13, 36, 43);3;2.481482;10127;680
136;C(136, 1, 4, 13, 40, 63);3;2.481482;10127;680
136;C(136, 1, 4, 13, 50, 56);3;2.481482;10127;680
136;C(136, 1, 4, 14, 26, 47);3;2.481482;10127;680
136;C(136, 1, 4, 14, 31, 55);3;2.481482;10127;680
136;C(136, 1, 4, 14, 31, 65);3;2.481482;10127;680
136;C(136, 1, 4, 14, 33, 40);3;2.481482;10127;680
136;C(136, 1, 4, 14, 33, 58);3;2.481482;10127;680
136;C(136, 1, 4, 14, 39, 60);3;2.481482;10127;680
136;C(136, 1, 4, 14, 41, 60);3;2.481482;10127;680
136;C(136, 1, 4, 14, 46, 55);3;2.481482;10127;680
136;C(136, 1, 4, 14, 48, 65);3;2.481482;10127;680
136;C(136, 1, 4, 14, 49, 55);3;2.481482;10127;680
136;C(136, 1, 4, 15, 25, 58);3;2.481482;10127;680
136;C(136, 1, 4, 15, 32, 58);3;2.481482;10127;680
136;C(136, 1, 4, 15, 36, 58);3;2.481482;10127;680
136;C(136, 1, 4, 15, 38, 62);3;2.481482;10127;680
136;C(136, 1, 4, 16, 23, 61);3;2.481482;10127;680
136;C(136, 1, 4, 16, 25, 59);3;2.481482;10127;680
136;C(136, 1, 4, 16, 25, 63);3;2.481482;10127;680
136;C(136, 1, 4, 16, 27, 57);3;2.481482;10127;680
136;C(136, 1, 4, 16, 42, 61);3;2.481482;10127;680
136;C(136, 1, 4, 16, 51, 57);3;2.481482;10127;680
136;C(136, 1, 4, 16, 53, 59);3;2.481482;10127;680
136;C(136, 1, 4, 17, 26, 32);3;2.481482;10127;680
136;C(136, 1, 4, 17, 32, 39);3;2.481482;10127;680
136;C(136, 1, 4, 17, 36, 43);3;2.481482;10127;680
136;C(136, 1, 4, 17, 36, 62);3;2.481482;10127;680
136;C(136, 1, 4, 17, 48, 58);3;2.481482;10127;680
136;C(136, 1, 4, 18, 27, 65);3;2.481482;10127;680
136;C(136, 1, 4, 18, 33, 46);3;2.481482;10127;680
136;C(136, 1, 4, 18, 47, 63);3;2.481482;10127;680
136;C(136, 1, 4, 18, 49, 55);3;2.481482;10127;680
136;C(136, 1, 4, 18, 51, 58);3;2.481482;10127;680
136;C(136, 1, 4, 19, 25, 60);3;2.481482;10127;680
136;C(136, 1, 4, 19, 28, 63);3;2.481482;10127;680
136;C(136, 1, 4, 19, 29, 65);3;2.481482;10127;680
136;C(136, 1, 4, 19, 31, 65);3;2.481482;10127;680
136;C(136, 1, 4, 19, 31, 60);3;2.481482;10127;680
136;C(136, 1, 4, 19, 47, 53);3;2.481482;10127;680
