Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
395;C(395, 1, 6, 28, 93, 135);4;3.238579;4759131;1975
395;C(395, 1, 6, 29, 108, 163);4;3.238579;4759131;1975
395;C(395, 1, 6, 36, 140, 160);4;3.238579;4759131;1975
395;C(395, 1, 6, 38, 95, 118);4;3.238579;4759131;1975
395;C(395, 1, 6, 48, 77, 140);4;3.238579;4759131;1975
395;C(395, 1, 6, 50, 154, 177);4;3.238579;4759131;1975
395;C(395, 1, 6, 56, 96, 126);4;3.238579;4759131;1975
395;C(395, 1, 6, 57, 98, 124);4;3.238579;4759131;1975
395;C(395, 1, 6, 63, 78, 101);4;3.238579;4759131;1975
395;C(395, 1, 6, 66, 105, 155);4;3.238579;4759131;1975
395;C(395, 1, 6, 71, 152, 186);4;3.238579;4759131;1975
395;C(395, 1, 6, 88, 141, 186);4;3.238579;4759131;1975
395;C(395, 1, 7, 24, 117, 180);4;3.238579;4759131;1975
395;C(395, 1, 7, 30, 77, 103);4;3.238579;4759131;1975
395;C(395, 1, 7, 30, 147, 166);4;3.238579;4759131;1975
395;C(395, 1, 7, 31, 73, 172);4;3.238579;4759131;1975
395;C(395, 1, 7, 33, 83, 94);4;3.238579;4759131;1975
395;C(395, 1, 7, 52, 81, 137);4;3.238579;4759131;1975
395;C(395, 1, 7, 54, 80, 124);4;3.238579;4759131;1975
395;C(395, 1, 7, 57, 91, 138);4;3.238579;4759131;1975
395;C(395, 1, 8, 20, 107, 176);4;3.238579;4759131;1975
395;C(395, 1, 8, 28, 67, 147);4;3.238579;4759131;1975
395;C(395, 1, 8, 44, 63, 164);4;3.238579;4759131;1975
395;C(395, 1, 8, 53, 66, 155);4;3.238579;4759131;1975
395;C(395, 1, 8, 62, 96, 172);4;3.238579;4759131;1975
395;C(395, 1, 8, 70, 100, 174);4;3.238579;4759131;1975
395;C(395, 1, 8, 76, 98, 133);4;3.238579;4759131;1975
395;C(395, 1, 8, 78, 109, 136);4;3.238579;4759131;1975
395;C(395, 1, 8, 88, 118, 163);4;3.238579;4759131;1975
395;C(395, 1, 9, 33, 88, 127);4;3.238579;4759131;1975
395;C(395, 1, 9, 48, 83, 186);4;3.238579;4759131;1975
395;C(395, 1, 9, 51, 96, 178);4;3.238579;4759131;1975
395;C(395, 1, 9, 72, 104, 172);4;3.238579;4759131;1975
395;C(395, 1, 9, 85, 133, 165);4;3.238579;4759131;1975
395;C(395, 1, 9, 92, 164, 179);4;3.238579;4759131;1975
395;C(395, 1, 9, 105, 139, 190);4;3.238579;4759131;1975
395;C(395, 1, 9, 114, 161, 191);4;3.238579;4759131;1975
395;C(395, 1, 9, 120, 159, 181);4;3.238579;4759131;1975
395;C(395, 1, 9, 130, 160, 173);4;3.238579;4759131;1975
395;C(395, 1, 10, 38, 139, 172);4;3.238579;4759131;1975
395;C(395, 1, 10, 46, 108, 141);4;3.238579;4759131;1975
395;C(395, 1, 10, 54, 91, 140);4;3.238579;4759131;1975
395;C(395, 1, 10, 74, 154, 190);4;3.238579;4759131;1975
395;C(395, 1, 10, 75, 114, 174);4;3.238579;4759131;1975
395;C(395, 1, 10, 83, 153, 190);4;3.238579;4759131;1975
395;C(395, 1, 10, 89, 95, 141);4;3.238579;4759131;1975
395;C(395, 1, 10, 89, 146, 173);4;3.238579;4759131;1975
395;C(395, 1, 10, 92, 107, 155);4;3.238579;4759131;1975
395;C(395, 1, 10, 97, 162, 176);4;3.238579;4759131;1975
395;C(395, 1, 11, 29, 84, 148);4;3.238579;4759131;1975
395;C(395, 1, 11, 40, 66, 180);4;3.238579;4759131;1975
395;C(395, 1, 11, 41, 76, 184);4;3.238579;4759131;1975
395;C(395, 1, 11, 48, 153, 170);4;3.238579;4759131;1975
