Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(34; 1, 5, 8)";3;2,09091;102;6136
"C(34; 1, 6, 15)";3;2,09091;102;6136
"C(34; 2, 3, 10)";3;2,09091;102;6136
"C(34; 2, 9, 10)";3;2,09091;102;6136
"C(34; 3, 7, 8)";3;2,09091;102;6136
"C(34; 3, 7, 16)";3;2,09091;102;6136
"C(34; 3, 8, 12)";3;2,09091;102;6136
"C(34; 3, 10, 15)";3;2,09091;102;6136
"C(34; 3, 11, 16)";3;2,09091;102;6136
"C(34; 4, 5, 7)";3;2,09091;102;6136
"C(34; 4, 5, 16)";3;2,09091;102;6136
"C(34; 4, 6, 7)";3;2,09091;102;6136
"C(34; 4, 9, 11)";3;2,09091;102;6136
"C(34; 5, 6, 8)";3;2,09091;102;6136
"C(34; 5, 7, 8)";3;2,09091;102;6136
"C(34; 6, 10, 13)";3;2,09091;102;6136
"C(34; 9, 10, 13)";3;2,09091;102;6136
"C(34; 9, 12, 14)";3;2,09091;102;6136
"C(34; 9, 13, 14)";3;2,09091;102;6136
"C(34; 10, 11, 16)";3;2,09091;102;6136
"C(34; 11, 13, 14)";3;2,09091;102;6136
"C(34; 12, 13, 15)";3;2,09091;102;6136
"C(34; 12, 14, 15)";3;2,09091;102;6136
