Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(69; 1, 11, 15)";4;2,70588;207;157823
"C(69; 1, 15, 21)";4;2,70588;207;157823
"C(69; 2, 12, 25)";4;2,70588;207;157823
"C(69; 3, 5, 26)";4;2,70588;207;157823
"C(69; 3, 14, 18)";4;2,70588;207;157823
"C(69; 3, 19, 20)";4;2,70588;207;157823
"C(69; 3, 20, 28)";4;2,70588;207;157823
"C(69; 4, 9, 15)";4;2,70588;207;157823
"C(69; 4, 9, 25)";4;2,70588;207;157823
"C(69; 4, 10, 27)";4;2,70588;207;157823
"C(69; 4, 19, 24)";4;2,70588;207;157823
"C(69; 4, 22, 27)";4;2,70588;207;157823
"C(69; 5, 6, 14)";4;2,70588;207;157823
"C(69; 6, 7, 16)";4;2,70588;207;157823
"C(69; 6, 10, 17)";4;2,70588;207;157823
"C(69; 6, 28, 33)";4;2,70588;207;157823
"C(69; 7, 11, 12)";4;2,70588;207;157823
"C(69; 7, 17, 30)";4;2,70588;207;157823
"C(69; 8, 9, 14)";4;2,70588;207;157823
"C(69; 8, 15, 25)";4;2,70588;207;157823
"C(69; 8, 18, 19)";4;2,70588;207;157823
"C(69; 8, 18, 30)";4;2,70588;207;157823
"C(69; 9, 10, 13)";4;2,70588;207;157823
"C(69; 9, 11, 32)";4;2,70588;207;157823
"C(69; 9, 15, 19)";4;2,70588;207;157823
"C(69; 10, 13, 21)";4;2,70588;207;157823
"C(69; 10, 25, 33)";4;2,70588;207;157823
"C(69; 11, 12, 26)";4;2,70588;207;157823
"C(69; 11, 17, 27)";4;2,70588;207;157823
"C(69; 12, 17, 21)";4;2,70588;207;157823
"C(69; 12, 20, 34)";4;2,70588;207;157823
"C(69; 13, 19, 27)";4;2,70588;207;157823
"C(69; 13, 20, 24)";4;2,70588;207;157823
"C(69; 13, 32, 33)";4;2,70588;207;157823
"C(69; 14, 22, 24)";4;2,70588;207;157823
"C(69; 15, 17, 29)";4;2,70588;207;157823
"C(69; 15, 22, 34)";4;2,70588;207;157823
"C(69; 15, 26, 31)";4;2,70588;207;157823
"C(69; 16, 18, 28)";4;2,70588;207;157823
"C(69; 16, 19, 30)";4;2,70588;207;157823
"C(69; 16, 29, 30)";4;2,70588;207;157823
"C(69; 17, 20, 21)";4;2,70588;207;157823
"C(69; 17, 22, 24)";4;2,70588;207;157823
"C(69; 18, 20, 26)";4;2,70588;207;157823
"C(69; 18, 30, 31)";4;2,70588;207;157823
"C(69; 20, 26, 27)";4;2,70588;207;157823
"C(69; 21, 25, 28)";4;2,70588;207;157823
"C(69; 21, 25, 34)";4;2,70588;207;157823
"C(69; 21, 26, 29)";4;2,70588;207;157823
"C(69; 24, 27, 34)";4;2,70588;207;157823
"C(69; 25, 27, 30)";4;2,70588;207;157823
"C(69; 27, 29, 34)";4;2,70588;207;157823
