Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(328; 4, 36, 41)";6;4,66055;984;211475559
"C(328; 4, 36, 123)";6;4,66055;984;211475559
"C(328; 12, 41, 108)";6;4,66055;984;211475559
"C(328; 12, 108, 123)";6;4,66055;984;211475559
"C(328; 20, 41, 148)";6;4,66055;984;211475559
"C(328; 20, 123, 148)";6;4,66055;984;211475559
"C(328; 28, 41, 76)";6;4,66055;984;211475559
"C(328; 28, 76, 123)";6;4,66055;984;211475559
"C(328; 41, 44, 68)";6;4,66055;984;211475559
"C(328; 41, 52, 140)";6;4,66055;984;211475559
"C(328; 41, 60, 116)";6;4,66055;984;211475559
"C(328; 41, 84, 100)";6;4,66055;984;211475559
"C(328; 41, 92, 156)";6;4,66055;984;211475559
"C(328; 41, 124, 132)";6;4,66055;984;211475559
"C(328; 44, 68, 123)";6;4,66055;984;211475559
"C(328; 52, 123, 140)";6;4,66055;984;211475559
"C(328; 60, 116, 123)";6;4,66055;984;211475559
"C(328; 84, 100, 123)";6;4,66055;984;211475559
"C(328; 92, 123, 156)";6;4,66055;984;211475559
"C(328; 123, 124, 132)";6;4,66055;984;211475559
