Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(113; 1, 6, 43)";5;3,21429;339;68523
"C(113; 1, 7, 44)";5;3,21429;339;68523
"C(113; 1, 12, 40)";5;3,21429;339;68523
"C(113; 1, 13, 18)";5;3,21429;339;68523
"C(113; 1, 13, 21)";5;3,21429;339;68523
"C(113; 1, 16, 26)";5;3,21429;339;68523
"C(113; 1, 19, 26)";5;3,21429;339;68523
"C(113; 1, 25, 34)";5;3,21429;339;68523
"C(113; 1, 41, 47)";5;3,21429;339;68523
