Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(188; 1, 12, 57)";6;3,83422;564;19231903
"C(188; 1, 20, 33)";6;3,83422;564;19231903
"C(188; 1, 36, 66)";6;3,83422;564;19231903
"C(188; 1, 54, 73)";6;3,83422;564;19231903
"C(188; 2, 16, 37)";6;3,83422;564;19231903
"C(188; 2, 16, 57)";6;3,83422;564;19231903
"C(188; 3, 10, 80)";6;3,83422;564;19231903
"C(188; 3, 26, 31)";6;3,83422;564;19231903
"C(188; 4, 21, 70)";6;3,83422;564;19231903
"C(188; 5, 8, 46)";6;3,83422;564;19231903
"C(188; 5, 14, 49)";6;3,83422;564;19231903
"C(188; 5, 23, 88)";6;3,83422;564;19231903
"C(188; 6, 17, 48)";6;3,83422;564;19231903
"C(188; 6, 48, 77)";6;3,83422;564;19231903
"C(188; 6, 65, 73)";6;3,83422;564;19231903
"C(188; 7, 18, 31)";6;3,83422;564;19231903
"C(188; 7, 43, 48)";6;3,83422;564;19231903
"C(188; 7, 64, 86)";6;3,83422;564;19231903
"C(188; 8, 15, 85)";6;3,83422;564;19231903
"C(188; 9, 13, 50)";6;3,83422;564;19231903
"C(188; 9, 30, 52)";6;3,83422;564;19231903
"C(188; 10, 17, 59)";6;3,83422;564;19231903
"C(188; 10, 35, 77)";6;3,83422;564;19231903
"C(188; 10, 80, 91)";6;3,83422;564;19231903
"C(188; 11, 20, 26)";6;3,83422;564;19231903
"C(188; 11, 30, 51)";6;3,83422;564;19231903
"C(188; 11, 56, 63)";6;3,83422;564;19231903
"C(188; 12, 22, 31)";6;3,83422;564;19231903
"C(188; 12, 22, 63)";6;3,83422;564;19231903
"C(188; 13, 23, 74)";6;3,83422;564;19231903
"C(188; 13, 53, 72)";6;3,83422;564;19231903
"C(188; 13, 82, 92)";6;3,83422;564;19231903
"C(188; 14, 71, 76)";6;3,83422;564;19231903
"C(188; 15, 24, 50)";6;3,83422;564;19231903
"C(188; 15, 33, 58)";6;3,83422;564;19231903
"C(188; 16, 17, 29)";6;3,83422;564;19231903
"C(188; 18, 43, 44)";6;3,83422;564;19231903
"C(188; 18, 44, 51)";6;3,83422;564;19231903
"C(188; 19, 22, 77)";6;3,83422;564;19231903
"C(188; 20, 26, 83)";6;3,83422;564;19231903
"C(188; 21, 44, 59)";6;3,83422;564;19231903
"C(188; 21, 54, 93)";6;3,83422;564;19231903
"C(188; 23, 75, 86)";6;3,83422;564;19231903
"C(188; 24, 27, 49)";6;3,83422;564;19231903
"C(188; 24, 45, 67)";6;3,83422;564;19231903
"C(188; 24, 50, 79)";6;3,83422;564;19231903
"C(188; 25, 40, 42)";6;3,83422;564;19231903
"C(188; 25, 64, 73)";6;3,83422;564;19231903
"C(188; 26, 63, 91)";6;3,83422;564;19231903
"C(188; 27, 32, 90)";6;3,83422;564;19231903
"C(188; 27, 35, 52)";6;3,83422;564;19231903
"C(188; 27, 38, 39)";6;3,83422;564;19231903
"C(188; 28, 29, 39)";6;3,83422;564;19231903
"C(188; 28, 41, 74)";6;3,83422;564;19231903
"C(188; 28, 53, 74)";6;3,83422;564;19231903
"C(188; 28, 55, 65)";6;3,83422;564;19231903
"C(188; 29, 34, 84)";6;3,83422;564;19231903
"C(188; 29, 49, 62)";6;3,83422;564;19231903
"C(188; 30, 43, 83)";6;3,83422;564;19231903
"C(188; 30, 52, 85)";6;3,83422;564;19231903
"C(188; 31, 56, 83)";6;3,83422;564;19231903
"C(188; 32, 67, 90)";6;3,83422;564;19231903
