Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(191; 1, 86)";10;6,52632;382;865250
"C(191; 2, 19)";10;6,52632;382;865250
"C(191; 3, 67)";10;6,52632;382;865250
"C(191; 4, 38)";10;6,52632;382;865250
"C(191; 5, 48)";10;6,52632;382;865250
"C(191; 5, 91)";10;6,52632;382;865250
"C(191; 6, 57)";10;6,52632;382;865250
"C(191; 6, 71)";10;6,52632;382;865250
"C(191; 7, 29)";10;6,52632;382;865250
"C(191; 7, 51)";10;6,52632;382;865250
"C(191; 8, 31)";10;6,52632;382;865250
"C(191; 8, 76)";10;6,52632;382;865250
"C(191; 9, 10)";10;6,52632;382;865250
"C(191; 9, 11)";10;6,52632;382;865250
"C(191; 10, 95)";10;6,52632;382;865250
"C(191; 12, 77)";10;6,52632;382;865250
"C(191; 13, 28)";10;6,52632;382;865250
"C(191; 14, 58)";10;6,52632;382;865250
"C(191; 15, 47)";10;6,52632;382;865250
"C(191; 16, 39)";10;6,52632;382;865250
"C(191; 17, 66)";10;6,52632;382;865250
"C(191; 18, 20)";10;6,52632;382;865250
"C(191; 18, 22)";10;6,52632;382;865250
"C(191; 19, 85)";10;6,52632;382;865250
"C(191; 21, 38)";10;6,52632;382;865250
"C(191; 21, 87)";10;6,52632;382;865250
"C(191; 23, 68)";10;6,52632;382;865250
"C(191; 24, 37)";10;6,52632;382;865250
"C(191; 24, 93)";10;6,52632;382;865250
"C(191; 25, 49)";10;6,52632;382;865250
"C(191; 25, 73)";10;6,52632;382;865250
"C(191; 26, 53)";10;6,52632;382;865250
"C(191; 26, 56)";10;6,52632;382;865250
"C(191; 27, 30)";10;6,52632;382;865250
"C(191; 27, 33)";10;6,52632;382;865250
"C(191; 28, 75)";10;6,52632;382;865250
"C(191; 30, 94)";10;6,52632;382;865250
"C(191; 31, 47)";10;6,52632;382;865250
"C(191; 32, 78)";10;6,52632;382;865250
"C(191; 33, 87)";10;6,52632;382;865250
"C(191; 34, 59)";10;6,52632;382;865250
"C(191; 34, 84)";10;6,52632;382;865250
"C(191; 35, 46)";10;6,52632;382;865250
"C(191; 35, 64)";10;6,52632;382;865250
"C(191; 36, 40)";10;6,52632;382;865250
"C(191; 36, 44)";10;6,52632;382;865250
"C(191; 37, 65)";10;6,52632;382;865250
"C(191; 39, 84)";10;6,52632;382;865250
"C(191; 41, 56)";10;6,52632;382;865250
"C(191; 41, 88)";10;6,52632;382;865250
"C(191; 43, 69)";10;6,52632;382;865250
"C(191; 43, 95)";10;6,52632;382;865250
"C(191; 44, 75)";10;6,52632;382;865250
"C(191; 45, 50)";10;6,52632;382;865250
"C(191; 45, 55)";10;6,52632;382;865250
"C(191; 46, 55)";10;6,52632;382;865250
"C(191; 48, 74)";10;6,52632;382;865250
"C(191; 50, 93)";10;6,52632;382;865250
"C(191; 51, 65)";10;6,52632;382;865250
"C(191; 52, 79)";10;6,52632;382;865250
"C(191; 52, 85)";10;6,52632;382;865250
"C(191; 53, 86)";10;6,52632;382;865250
"C(191; 54, 60)";10;6,52632;382;865250
"C(191; 57, 64)";10;6,52632;382;865250
"C(191; 59, 83)";10;6,52632;382;865250
"C(191; 61, 74)";10;6,52632;382;865250
"C(191; 61, 89)";10;6,52632;382;865250
"C(191; 62, 94)";10;6,52632;382;865250
"C(191; 63, 70)";10;6,52632;382;865250
"C(191; 63, 77)";10;6,52632;382;865250
"C(191; 68, 73)";10;6,52632;382;865250
"C(191; 70, 92)";10;6,52632;382;865250
"C(191; 71, 83)";10;6,52632;382;865250
"C(191; 72, 80)";10;6,52632;382;865250
"C(191; 72, 88)";10;6,52632;382;865250
"C(191; 79, 82)";10;6,52632;382;865250
"C(191; 81, 90)";10;6,52632;382;865250
"C(191; 81, 92)";10;6,52632;382;865250
"C(191; 90, 91)";10;6,52632;382;865250
