Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(203; 1, 36)";10;6,73267;406;1049625
"C(203; 1, 89)";10;6,73267;406;1049625
"C(203; 2, 25)";10;6,73267;406;1049625
"C(203; 4, 50)";10;6,73267;406;1049625
"C(203; 5, 23)";10;6,73267;406;1049625
"C(203; 5, 39)";10;6,73267;406;1049625
"C(203; 5, 41)";10;6,73267;406;1049625
"C(203; 6, 13)";10;6,73267;406;1049625
"C(203; 6, 75)";10;6,73267;406;1049625
"C(203; 8, 25)";10;6,73267;406;1049625
"C(203; 8, 100)";10;6,73267;406;1049625
"C(203; 9, 11)";10;6,73267;406;1049625
"C(203; 10, 11)";10;6,73267;406;1049625
"C(203; 10, 78)";10;6,73267;406;1049625
"C(203; 10, 82)";10;6,73267;406;1049625
"C(203; 11, 36)";10;6,73267;406;1049625
"C(203; 12, 26)";10;6,73267;406;1049625
"C(203; 12, 53)";10;6,73267;406;1049625
"C(203; 13, 61)";10;6,73267;406;1049625
"C(203; 13, 62)";10;6,73267;406;1049625
"C(203; 16, 23)";10;6,73267;406;1049625
"C(203; 16, 33)";10;6,73267;406;1049625
"C(203; 16, 50)";10;6,73267;406;1049625
"C(203; 17, 39)";10;6,73267;406;1049625
"C(203; 17, 92)";10;6,73267;406;1049625
"C(203; 18, 22)";10;6,73267;406;1049625
"C(203; 18, 39)";10;6,73267;406;1049625
"C(203; 19, 34)";10;6,73267;406;1049625
"C(203; 20, 22)";10;6,73267;406;1049625
"C(203; 20, 39)";10;6,73267;406;1049625
"C(203; 20, 47)";10;6,73267;406;1049625
"C(203; 22, 57)";10;6,73267;406;1049625
"C(203; 22, 72)";10;6,73267;406;1049625
"C(203; 24, 52)";10;6,73267;406;1049625
"C(203; 24, 97)";10;6,73267;406;1049625
"C(203; 27, 33)";10;6,73267;406;1049625
"C(203; 27, 43)";10;6,73267;406;1049625
"C(203; 27, 50)";10;6,73267;406;1049625
"C(203; 27, 59)";10;6,73267;406;1049625
"C(203; 30, 31)";10;6,73267;406;1049625
"C(203; 30, 33)";10;6,73267;406;1049625
"C(203; 30, 43)";10;6,73267;406;1049625
"C(203; 30, 65)";10;6,73267;406;1049625
"C(203; 32, 46)";10;6,73267;406;1049625
"C(203; 32, 100)";10;6,73267;406;1049625
"C(203; 33, 95)";10;6,73267;406;1049625
"C(203; 34, 78)";10;6,73267;406;1049625
"C(203; 36, 44)";10;6,73267;406;1049625
"C(203; 36, 78)";10;6,73267;406;1049625
"C(203; 37, 45)";10;6,73267;406;1049625
"C(203; 37, 61)";10;6,73267;406;1049625
"C(203; 37, 62)";10;6,73267;406;1049625
"C(203; 38, 53)";10;6,73267;406;1049625
"C(203; 38, 68)";10;6,73267;406;1049625
"C(203; 38, 69)";10;6,73267;406;1049625
"C(203; 40, 44)";10;6,73267;406;1049625
"C(203; 40, 78)";10;6,73267;406;1049625
"C(203; 41, 52)";10;6,73267;406;1049625
"C(203; 41, 55)";10;6,73267;406;1049625
"C(203; 41, 97)";10;6,73267;406;1049625
"C(203; 44, 59)";10;6,73267;406;1049625
"C(203; 45, 52)";10;6,73267;406;1049625
"C(203; 45, 55)";10;6,73267;406;1049625
"C(203; 47, 68)";10;6,73267;406;1049625
"C(203; 47, 72)";10;6,73267;406;1049625
"C(203; 47, 80)";10;6,73267;406;1049625
"C(203; 48, 53)";10;6,73267;406;1049625
"C(203; 48, 69)";10;6,73267;406;1049625
"C(203; 48, 99)";10;6,73267;406;1049625
"C(203; 50, 55)";10;6,73267;406;1049625
"C(203; 51, 73)";10;6,73267;406;1049625
"C(203; 51, 86)";10;6,73267;406;1049625
"C(203; 52, 61)";10;6,73267;406;1049625
"C(203; 53, 81)";10;6,73267;406;1049625
"C(203; 54, 66)";10;6,73267;406;1049625
"C(203; 54, 85)";10;6,73267;406;1049625
"C(203; 57, 83)";10;6,73267;406;1049625
"C(203; 57, 101)";10;6,73267;406;1049625
"C(203; 60, 62)";10;6,73267;406;1049625
"C(203; 60, 66)";10;6,73267;406;1049625
"C(203; 60, 73)";10;6,73267;406;1049625
"C(203; 60, 86)";10;6,73267;406;1049625
"C(203; 61, 75)";10;6,73267;406;1049625
"C(203; 64, 71)";10;6,73267;406;1049625
"C(203; 64, 92)";10;6,73267;406;1049625
"C(203; 65, 76)";10;6,73267;406;1049625
"C(203; 67, 76)";10;6,73267;406;1049625
"C(203; 67, 94)";10;6,73267;406;1049625
"C(203; 71, 83)";10;6,73267;406;1049625
"C(203; 71, 95)";10;6,73267;406;1049625
"C(203; 72, 88)";10;6,73267;406;1049625
"C(203; 74, 79)";10;6,73267;406;1049625
"C(203; 74, 81)";10;6,73267;406;1049625
"C(203; 74, 90)";10;6,73267;406;1049625
"C(203; 79, 83)";10;6,73267;406;1049625
"C(203; 80, 88)";10;6,73267;406;1049625
"C(203; 81, 99)";10;6,73267;406;1049625
"C(203; 82, 93)";10;6,73267;406;1049625
"C(203; 82, 99)";10;6,73267;406;1049625
"C(203; 85, 88)";10;6,73267;406;1049625
"C(203; 90, 93)";10;6,73267;406;1049625
"C(203; 90, 99)";10;6,73267;406;1049625
"C(203; 96, 97)";10;6,73267;406;1049625
