Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(105; 1, 16)";7;4,84615;210;63706
"C(105; 1, 31)";7;4,84615;210;63706
"C(105; 2, 17)";7;4,84615;210;63706
"C(105; 2, 32)";7;4,84615;210;63706
"C(105; 4, 19)";7;4,84615;210;63706
"C(105; 4, 34)";7;4,84615;210;63706
"C(105; 7, 8)";7;4,84615;210;63706
"C(105; 7, 22)";7;4,84615;210;63706
"C(105; 7, 37)";7;4,84615;210;63706
"C(105; 8, 23)";7;4,84615;210;63706
"C(105; 8, 38)";7;4,84615;210;63706
"C(105; 11, 26)";7;4,84615;210;63706
"C(105; 11, 41)";7;4,84615;210;63706
"C(105; 13, 28)";7;4,84615;210;63706
"C(105; 13, 43)";7;4,84615;210;63706
"C(105; 14, 16)";7;4,84615;210;63706
"C(105; 14, 29)";7;4,84615;210;63706
"C(105; 14, 44)";7;4,84615;210;63706
"C(105; 16, 31)";7;4,84615;210;63706
"C(105; 16, 46)";7;4,84615;210;63706
"C(105; 17, 32)";7;4,84615;210;63706
"C(105; 17, 47)";7;4,84615;210;63706
"C(105; 19, 34)";7;4,84615;210;63706
"C(105; 19, 49)";7;4,84615;210;63706
"C(105; 22, 23)";7;4,84615;210;63706
"C(105; 22, 37)";7;4,84615;210;63706
"C(105; 22, 52)";7;4,84615;210;63706
"C(105; 23, 38)";7;4,84615;210;63706
"C(105; 26, 41)";7;4,84615;210;63706
"C(105; 28, 43)";7;4,84615;210;63706
"C(105; 29, 31)";7;4,84615;210;63706
"C(105; 29, 44)";7;4,84615;210;63706
"C(105; 31, 46)";7;4,84615;210;63706
"C(105; 32, 47)";7;4,84615;210;63706
"C(105; 34, 49)";7;4,84615;210;63706
"C(105; 37, 38)";7;4,84615;210;63706
"C(105; 37, 52)";7;4,84615;210;63706
"C(105; 44, 46)";7;4,84615;210;63706
