Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(264; 11, 12)";11;7,65399;528;2038913
"C(264; 11, 36)";11;7,65399;528;2038913
"C(264; 11, 60)";11;7,65399;528;2038913
"C(264; 11, 84)";11;7,65399;528;2038913
"C(264; 11, 108)";11;7,65399;528;2038913
"C(264; 12, 55)";11;7,65399;528;2038913
"C(264; 12, 77)";11;7,65399;528;2038913
"C(264; 12, 121)";11;7,65399;528;2038913
"C(264; 36, 55)";11;7,65399;528;2038913
"C(264; 36, 77)";11;7,65399;528;2038913
"C(264; 36, 121)";11;7,65399;528;2038913
"C(264; 55, 60)";11;7,65399;528;2038913
"C(264; 55, 84)";11;7,65399;528;2038913
"C(264; 55, 108)";11;7,65399;528;2038913
"C(264; 60, 77)";11;7,65399;528;2038913
"C(264; 60, 121)";11;7,65399;528;2038913
"C(264; 77, 84)";11;7,65399;528;2038913
"C(264; 77, 108)";11;7,65399;528;2038913
"C(264; 84, 121)";11;7,65399;528;2038913
"C(264; 108, 121)";11;7,65399;528;2038913
