Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(353; 1, 164)";13;8,86364;706;8401083
"C(353; 2, 99)";13;8,86364;706;8401083
"C(353; 3, 28)";13;8,86364;706;8401083
"C(353; 3, 139)";13;8,86364;706;8401083
"C(353; 5, 71)";13;8,86364;706;8401083
"C(353; 5, 114)";13;8,86364;706;8401083
"C(353; 6, 56)";13;8,86364;706;8401083
"C(353; 7, 89)";13;8,86364;706;8401083
"C(353; 8, 43)";13;8,86364;706;8401083
"C(353; 9, 64)";13;8,86364;706;8401083
"C(353; 9, 84)";13;8,86364;706;8401083
"C(353; 10, 142)";13;8,86364;706;8401083
"C(353; 11, 15)";13;8,86364;706;8401083
"C(353; 11, 39)";13;8,86364;706;8401083
"C(353; 12, 112)";13;8,86364;706;8401083
"C(353; 13, 14)";13;8,86364;706;8401083
"C(353; 16, 86)";13;8,86364;706;8401083
"C(353; 16, 153)";13;8,86364;706;8401083
"C(353; 17, 36)";13;8,86364;706;8401083
"C(353; 17, 41)";13;8,86364;706;8401083
"C(353; 18, 128)";13;8,86364;706;8401083
"C(353; 19, 61)";13;8,86364;706;8401083
"C(353; 20, 69)";13;8,86364;706;8401083
"C(353; 20, 103)";13;8,86364;706;8401083
"C(353; 21, 86)";13;8,86364;706;8401083
"C(353; 22, 30)";13;8,86364;706;8401083
"C(353; 22, 78)";13;8,86364;706;8401083
"C(353; 23, 97)";13;8,86364;706;8401083
"C(353; 23, 111)";13;8,86364;706;8401083
"C(353; 24, 53)";13;8,86364;706;8401083
"C(353; 24, 129)";13;8,86364;706;8401083
"C(353; 25, 136)";13;8,86364;706;8401083
"C(353; 26, 28)";13;8,86364;706;8401083
"C(353; 26, 125)";13;8,86364;706;8401083
"C(353; 27, 101)";13;8,86364;706;8401083
"C(353; 27, 161)";13;8,86364;706;8401083
"C(353; 29, 167)";13;8,86364;706;8401083
"C(353; 30, 73)";13;8,86364;706;8401083
"C(353; 31, 54)";13;8,86364;706;8401083
"C(353; 31, 142)";13;8,86364;706;8401083
"C(353; 32, 47)";13;8,86364;706;8401083
"C(353; 33, 45)";13;8,86364;706;8401083
"C(353; 33, 117)";13;8,86364;706;8401083
"C(353; 34, 72)";13;8,86364;706;8401083
"C(353; 34, 82)";13;8,86364;706;8401083
"C(353; 35, 92)";13;8,86364;706;8401083
"C(353; 35, 144)";13;8,86364;706;8401083
"C(353; 36, 97)";13;8,86364;706;8401083
"C(353; 37, 110)";13;8,86364;706;8401083
"C(353; 38, 122)";13;8,86364;706;8401083
"C(353; 39, 42)";13;8,86364;706;8401083
"C(353; 40, 138)";13;8,86364;706;8401083
"C(353; 40, 147)";13;8,86364;706;8401083
"C(353; 41, 88)";13;8,86364;706;8401083
"C(353; 42, 172)";13;8,86364;706;8401083
"C(353; 44, 60)";13;8,86364;706;8401083
"C(353; 44, 156)";13;8,86364;706;8401083
"C(353; 45, 67)";13;8,86364;706;8401083
"C(353; 46, 131)";13;8,86364;706;8401083
"C(353; 47, 58)";13;8,86364;706;8401083
"C(353; 48, 95)";13;8,86364;706;8401083
"C(353; 48, 106)";13;8,86364;706;8401083
"C(353; 49, 83)";13;8,86364;706;8401083
"C(353; 49, 131)";13;8,86364;706;8401083
"C(353; 51, 108)";13;8,86364;706;8401083
