Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
341;C(341, 1, 6, 28, 80, 122);4;3.117647;1973129;1705
341;C(341, 1, 6, 39, 62, 144);4;3.117647;1973129;1705
341;C(341, 1, 6, 45, 61, 81);4;3.117647;1973129;1705
341;C(341, 1, 6, 69, 92, 107);4;3.117647;1973129;1705
341;C(341, 1, 6, 83, 121, 146);4;3.117647;1973129;1705
341;C(341, 1, 7, 25, 66, 95);4;3.117647;1973129;1705
341;C(341, 1, 7, 34, 64, 117);4;3.117647;1973129;1705
341;C(341, 1, 7, 42, 101, 165);4;3.117647;1973129;1705
341;C(341, 1, 7, 44, 71, 119);4;3.117647;1973129;1705
341;C(341, 1, 7, 81, 119, 145);4;3.117647;1973129;1705
341;C(341, 1, 8, 20, 77, 149);4;3.117647;1973129;1705
341;C(341, 1, 8, 20, 94, 139);4;3.117647;1973129;1705
341;C(341, 1, 8, 84, 103, 140);4;3.117647;1973129;1705
341;C(341, 1, 8, 100, 130, 164);4;3.117647;1973129;1705
341;C(341, 1, 9, 43, 107, 155);4;3.117647;1973129;1705
341;C(341, 1, 9, 107, 132, 164);4;3.117647;1973129;1705
341;C(341, 1, 10, 42, 70, 147);4;3.117647;1973129;1705
341;C(341, 1, 11, 27, 72, 150);4;3.117647;1973129;1705
341;C(341, 1, 11, 27, 99, 167);4;3.117647;1973129;1705
341;C(341, 1, 11, 29, 107, 152);4;3.117647;1973129;1705
341;C(341, 1, 11, 40, 133, 148);4;3.117647;1973129;1705
341;C(341, 1, 11, 74, 116, 143);4;3.117647;1973129;1705
341;C(341, 1, 12, 41, 101, 133);4;3.117647;1973129;1705
341;C(341, 1, 12, 69, 98, 119);4;3.117647;1973129;1705
341;C(341, 1, 13, 21, 96, 155);4;3.117647;1973129;1705
341;C(341, 1, 13, 64, 124, 160);4;3.117647;1973129;1705
341;C(341, 1, 14, 59, 125, 161);4;3.117647;1973129;1705
341;C(341, 1, 15, 20, 83, 110);4;3.117647;1973129;1705
341;C(341, 1, 15, 21, 86, 111);4;3.117647;1973129;1705
341;C(341, 1, 15, 48, 84, 107);4;3.117647;1973129;1705
341;C(341, 1, 15, 93, 130, 136);4;3.117647;1973129;1705
341;C(341, 1, 16, 52, 59, 130);4;3.117647;1973129;1705
341;C(341, 1, 16, 62, 133, 168);4;3.117647;1973129;1705
341;C(341, 1, 16, 112, 138, 167);4;3.117647;1973129;1705
341;C(341, 1, 17, 24, 107, 136);4;3.117647;1973129;1705
341;C(341, 1, 17, 27, 84, 160);4;3.117647;1973129;1705
341;C(341, 1, 17, 28, 109, 146);4;3.117647;1973129;1705
341;C(341, 1, 17, 44, 97, 110);4;3.117647;1973129;1705
341;C(341, 1, 17, 45, 70, 83);4;3.117647;1973129;1705
341;C(341, 1, 17, 47, 86, 165);4;3.117647;1973129;1705
341;C(341, 1, 17, 55, 136, 146);4;3.117647;1973129;1705
341;C(341, 1, 17, 61, 144, 150);4;3.117647;1973129;1705
341;C(341, 1, 17, 72, 116, 139);4;3.117647;1973129;1705
341;C(341, 1, 17, 91, 129, 135);4;3.117647;1973129;1705
341;C(341, 1, 20, 25, 131, 142);4;3.117647;1973129;1705
341;C(341, 1, 20, 28, 115, 148);4;3.117647;1973129;1705
341;C(341, 1, 20, 36, 45, 123);4;3.117647;1973129;1705
341;C(341, 1, 20, 52, 67, 76);4;3.117647;1973129;1705
341;C(341, 1, 20, 69, 144, 152);4;3.117647;1973129;1705
341;C(341, 1, 20, 106, 143, 154);4;3.117647;1973129;1705
341;C(341, 1, 20, 122, 134, 149);4;3.117647;1973129;1705
341;C(341, 1, 21, 46, 52, 153);4;3.117647;1973129;1705
341;C(341, 1, 21, 87, 123, 135);4;3.117647;1973129;1705
341;C(341, 1, 21, 117, 125, 163);4;3.117647;1973129;1705
341;C(341, 1, 22, 27, 111, 152);4;3.117647;1973129;1705
341;C(341, 1, 24, 33, 87, 161);4;3.117647;1973129;1705
341;C(341, 1, 24, 33, 128, 168);4;3.117647;1973129;1705
341;C(341, 1, 24, 52, 60, 150);4;3.117647;1973129;1705
341;C(341, 1, 24, 57, 124, 164);4;3.117647;1973129;1705
341;C(341, 1, 24, 58, 111, 155);4;3.117647;1973129;1705
341;C(341, 1, 24, 59, 65, 103);4;3.117647;1973129;1705
341;C(341, 1, 25, 62, 103, 117);4;3.117647;1973129;1705
341;C(341, 1, 25, 64, 82, 136);4;3.117647;1973129;1705
341;C(341, 1, 25, 84, 151, 161);4;3.117647;1973129;1705
341;C(341, 1, 25, 98, 151, 160);4;3.117647;1973129;1705
341;C(341, 1, 26, 38, 71, 93);4;3.117647;1973129;1705
341;C(341, 1, 26, 38, 94, 99);4;3.117647;1973129;1705
341;C(341, 1, 26, 93, 109, 168);4;3.117647;1973129;1705
341;C(341, 1, 30, 52, 100, 116);4;3.117647;1973129;1705
341;C(341, 1, 30, 56, 65, 79);4;3.117647;1973129;1705
341;C(341, 1, 31, 126, 136, 161);4;3.117647;1973129;1705
341;C(341, 1, 32, 49, 58, 102);4;3.117647;1973129;1705
341;C(341, 1, 32, 137, 146, 151);4;3.117647;1973129;1705
341;C(341, 1, 33, 43, 90, 140);4;3.117647;1973129;1705
341;C(341, 1, 35, 51, 82, 109);4;3.117647;1973129;1705
341;C(341, 1, 35, 75, 124, 131);4;3.117647;1973129;1705
341;C(341, 1, 35, 92, 98, 165);4;3.117647;1973129;1705
341;C(341, 1, 36, 48, 103, 112);4;3.117647;1973129;1705
341;C(341, 1, 36, 63, 159, 165);4;3.117647;1973129;1705
341;C(341, 1, 36, 67, 78, 163);4;3.117647;1973129;1705
341;C(341, 1, 36, 93, 103, 122);4;3.117647;1973129;1705
341;C(341, 1, 36, 99, 131, 156);4;3.117647;1973129;1705
341;C(341, 1, 37, 43, 53, 120);4;3.117647;1973129;1705
341;C(341, 1, 37, 63, 79, 86);4;3.117647;1973129;1705
341;C(341, 1, 37, 130, 144, 150);4;3.117647;1973129;1705
341;C(341, 1, 39, 44, 71, 163);4;3.117647;1973129;1705
341;C(341, 1, 39, 57, 129, 159);4;3.117647;1973129;1705
341;C(341, 1, 40, 45, 53, 70);4;3.117647;1973129;1705
341;C(341, 1, 41, 49, 77, 143);4;3.117647;1973129;1705
341;C(341, 1, 41, 115, 126, 161);4;3.117647;1973129;1705
341;C(341, 1, 43, 57, 77, 138);4;3.117647;1973129;1705
341;C(341, 1, 45, 50, 62, 71);4;3.117647;1973129;1705
341;C(341, 1, 46, 62, 96, 118);4;3.117647;1973129;1705
341;C(341, 1, 46, 96, 160, 166);4;3.117647;1973129;1705
341;C(341, 1, 48, 54, 65, 134);4;3.117647;1973129;1705
341;C(341, 1, 51, 59, 139, 157);4;3.117647;1973129;1705
341;C(341, 1, 51, 61, 83, 149);4;3.117647;1973129;1705
341;C(341, 1, 51, 62, 118, 147);4;3.117647;1973129;1705
341;C(341, 1, 51, 88, 118, 161);4;3.117647;1973129;1705
341;C(341, 1, 51, 91, 115, 121);4;3.117647;1973129;1705
341;C(341, 1, 51, 116, 140, 156);4;3.117647;1973129;1705
341;C(341, 1, 53, 74, 99, 112);4;3.117647;1973129;1705
341;C(341, 1, 54, 69, 112, 130);4;3.117647;1973129;1705
341;C(341, 1, 56, 74, 79, 123);4;3.117647;1973129;1705
341;C(341, 1, 56, 97, 157, 164);4;3.117647;1973129;1705
341;C(341, 1, 57, 67, 157, 163);4;3.117647;1973129;1705
341;C(341, 1, 57, 109, 127, 134);4;3.117647;1973129;1705
341;C(341, 1, 59, 71, 79, 168);4;3.117647;1973129;1705
341;C(341, 1, 60, 97, 128, 168);4;3.117647;1973129;1705
341;C(341, 1, 61, 87, 129, 162);4;3.117647;1973129;1705
341;C(341, 1, 62, 91, 100, 105);4;3.117647;1973129;1705
341;C(341, 1, 63, 77, 106, 162);4;3.117647;1973129;1705
341;C(341, 1, 65, 91, 142, 152);4;3.117647;1973129;1705
341;C(341, 1, 65, 102, 155, 163);4;3.117647;1973129;1705
341;C(341, 1, 69, 128, 150, 158);4;3.117647;1973129;1705
341;C(341, 1, 70, 82, 144, 159);4;3.117647;1973129;1705
341;C(341, 1, 71, 95, 108, 157);4;3.117647;1973129;1705
341;C(341, 1, 71, 97, 152, 159);4;3.117647;1973129;1705
341;C(341, 1, 73, 82, 126, 159);4;3.117647;1973129;1705
341;C(341, 1, 76, 86, 116, 135);4;3.117647;1973129;1705
341;C(341, 1, 77, 92, 100, 137);4;3.117647;1973129;1705
341;C(341, 1, 78, 95, 104, 137);4;3.117647;1973129;1705
341;C(341, 1, 80, 106, 139, 151);4;3.117647;1973129;1705
341;C(341, 1, 83, 96, 102, 133);4;3.117647;1973129;1705
341;C(341, 1, 84, 115, 122, 163);4;3.117647;1973129;1705
341;C(341, 1, 86, 96, 120, 141);4;3.117647;1973129;1705
341;C(341, 1, 88, 101, 110, 158);4;3.117647;1973129;1705
341;C(341, 1, 88, 101, 111, 146);4;3.117647;1973129;1705
341;C(341, 1, 90, 107, 131, 166);4;3.117647;1973129;1705
341;C(341, 1, 93, 105, 150, 159);4;3.117647;1973129;1705
341;C(341, 1, 97, 130, 137, 158);4;3.117647;1973129;1705
341;C(341, 1, 108, 136, 160, 168);4;3.117647;1973129;1705
341;C(341, 1, 115, 128, 153, 160);4;3.117647;1973129;1705
341;C(341, 1, 123, 130, 148, 160);4;3.117647;1973129;1705
