Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(156; 1, 20, 33)";5;3,58065;468;7795542
"C(156; 2, 20, 25)";5;3,58065;468;7795542
"C(156; 2, 20, 53)";5;3,58065;468;7795542
"C(156; 3, 19, 68)";5;3,58065;468;7795542
"C(156; 4, 5, 62)";5;3,58065;468;7795542
"C(156; 4, 9, 47)";5;3,58065;468;7795542
"C(156; 4, 47, 61)";5;3,58065;468;7795542
"C(156; 4, 62, 73)";5;3,58065;468;7795542
"C(156; 5, 8, 49)";5;3,58065;468;7795542
"C(156; 5, 8, 55)";5;3,58065;468;7795542
"C(156; 5, 9, 56)";5;3,58065;468;7795542
"C(156; 5, 31, 38)";5;3,58065;468;7795542
"C(156; 7, 19, 22)";5;3,58065;468;7795542
"C(156; 7, 23, 36)";5;3,58065;468;7795542
"C(156; 7, 38, 43)";5;3,58065;468;7795542
"C(156; 8, 29, 46)";5;3,58065;468;7795542
"C(156; 8, 46, 49)";5;3,58065;468;7795542
"C(156; 8, 55, 57)";5;3,58065;468;7795542
"C(156; 10, 11, 37)";5;3,58065;468;7795542
"C(156; 10, 47, 56)";5;3,58065;468;7795542
"C(156; 11, 12, 53)";5;3,58065;468;7795542
"C(156; 11, 17, 24)";5;3,58065;468;7795542
"C(156; 11, 37, 62)";5;3,58065;468;7795542
"C(156; 14, 16, 19)";5;3,58065;468;7795542
"C(156; 14, 16, 59)";5;3,58065;468;7795542
"C(156; 14, 17, 19)";5;3,58065;468;7795542
"C(156; 16, 19, 49)";5;3,58065;468;7795542
"C(156; 16, 49, 71)";5;3,58065;468;7795542
"C(156; 17, 28, 41)";5;3,58065;468;7795542
"C(156; 17, 43, 46)";5;3,58065;468;7795542
"C(156; 17, 70, 76)";5;3,58065;468;7795542
"C(156; 19, 34, 43)";5;3,58065;468;7795542
"C(156; 21, 29, 44)";5;3,58065;468;7795542
"C(156; 22, 29, 41)";5;3,58065;468;7795542
"C(156; 22, 37, 64)";5;3,58065;468;7795542
"C(156; 22, 41, 64)";5;3,58065;468;7795542
"C(156; 23, 31, 44)";5;3,58065;468;7795542
"C(156; 23, 44, 58)";5;3,58065;468;7795542
"C(156; 24, 35, 41)";5;3,58065;468;7795542
"C(156; 24, 61, 67)";5;3,58065;468;7795542
"C(156; 25, 32, 59)";5;3,58065;468;7795542
"C(156; 25, 37, 40)";5;3,58065;468;7795542
"C(156; 25, 62, 73)";5;3,58065;468;7795542
"C(156; 28, 34, 35)";5;3,58065;468;7795542
"C(156; 28, 34, 43)";5;3,58065;468;7795542
"C(156; 28, 37, 43)";5;3,58065;468;7795542
"C(156; 28, 37, 61)";5;3,58065;468;7795542
"C(156; 29, 31, 44)";5;3,58065;468;7795542
"C(156; 29, 36, 59)";5;3,58065;468;7795542
"C(156; 31, 35, 48)";5;3,58065;468;7795542
"C(156; 31, 35, 56)";5;3,58065;468;7795542
"C(156; 32, 33, 53)";5;3,58065;468;7795542
"C(156; 32, 50, 77)";5;3,58065;468;7795542
"C(156; 32, 59, 77)";5;3,58065;468;7795542
"C(156; 34, 35, 59)";5;3,58065;468;7795542
"C(156; 35, 38, 71)";5;3,58065;468;7795542
"C(156; 35, 46, 61)";5;3,58065;468;7795542
"C(156; 35, 56, 73)";5;3,58065;468;7795542
"C(156; 35, 63, 76)";5;3,58065;468;7795542
"C(156; 37, 64, 77)";5;3,58065;468;7795542
"C(156; 38, 47, 73)";5;3,58065;468;7795542
"C(156; 38, 68, 71)";5;3,58065;468;7795542
"C(156; 40, 41, 51)";5;3,58065;468;7795542
"C(156; 40, 41, 53)";5;3,58065;468;7795542
"C(156; 40, 67, 74)";5;3,58065;468;7795542
"C(156; 41, 55, 58)";5;3,58065;468;7795542
"C(156; 41, 62, 67)";5;3,58065;468;7795542
"C(156; 43, 47, 48)";5;3,58065;468;7795542
"C(156; 43, 67, 76)";5;3,58065;468;7795542
"C(156; 44, 47, 49)";5;3,58065;468;7795542
"C(156; 44, 47, 55)";5;3,58065;468;7795542
"C(156; 44, 49, 57)";5;3,58065;468;7795542
"C(156; 44, 55, 58)";5;3,58065;468;7795542
"C(156; 47, 55, 60)";5;3,58065;468;7795542
"C(156; 53, 70, 77)";5;3,58065;468;7795542
"C(156; 55, 67, 74)";5;3,58065;468;7795542
"C(156; 55, 68, 71)";5;3,58065;468;7795542
"C(156; 56, 69, 73)";5;3,58065;468;7795542
"C(156; 61, 67, 76)";5;3,58065;468;7795542
"C(156; 61, 70, 71)";5;3,58065;468;7795542
"C(156; 61, 70, 76)";5;3,58065;468;7795542
"C(156; 64, 67, 77)";5;3,58065;468;7795542
