Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(501; 1, 15, 116)";8;5,372;1503;18470737
"C(501; 1, 37, 64)";8;5,372;1503;18470737
"C(501; 1, 39, 203)";8;5,372;1503;18470737
"C(501; 1, 40, 69)";8;5,372;1503;18470737
"C(501; 1, 111, 238)";8;5,372;1503;18470737
"C(501; 1, 118, 227)";8;5,372;1503;18470737
"C(501; 1, 176, 242)";8;5,372;1503;18470737
"C(501; 2, 17, 149)";8;5,372;1503;1730377661
"C(501; 2, 47, 236)";8;5,372;1503;1730377661
"C(501; 2, 74, 128)";8;5,372;1503;1730377661
"C(501; 2, 78, 95)";8;5,372;1503;1730377661
"C(501; 2, 80, 138)";8;5,372;1503;1730377661
"C(501; 3, 29, 158)";8;5,372;1503;1730377661
"C(501; 3, 77, 100)";8;5,372;1503;1730377661
"C(501; 4, 29, 94)";8;5,372;1503;1730377661
"C(501; 4, 34, 203)";8;5,372;1503;1730377661
"C(501; 4, 37, 60)";8;5,372;1503;1730377661
"C(501; 4, 148, 245)";8;5,372;1503;1730377661
"C(501; 4, 160, 225)";8;5,372;1503;1730377661
"C(501; 5, 54, 188)";8;5,372;1503;1730377661
"C(501; 5, 156, 200)";8;5,372;1503;1730377661
"C(501; 5, 181, 185)";8;5,372;1503;1730377661
"C(501; 6, 13, 134)";8;5,372;1503;1730377661
"C(501; 7, 18, 221)";8;5,372;1503;1730377661
"C(501; 7, 86, 176)";8;5,372;1503;1730377661
"C(501; 7, 105, 190)";8;5,372;1503;1730377661
"C(501; 7, 163, 225)";8;5,372;1503;1730377661
"C(501; 7, 191, 230)";8;5,372;1503;1730377661
"C(501; 8, 11, 205)";8;5,372;1503;1730377661
"C(501; 8, 58, 188)";8;5,372;1503;1730377661
"C(501; 8, 68, 95)";8;5,372;1503;1730377661
"C(501; 8, 74, 120)";8;5,372;1503;1730377661
"C(501; 9, 34, 64)";8;5,372;1503;1730377661
"C(501; 10, 26, 111)";8;5,372;1503;1730377661
"C(501; 10, 101, 189)";8;5,372;1503;1730377661
"C(501; 10, 131, 139)";8;5,372;1503;1730377661
"C(501; 10, 178, 235)";8;5,372;1503;1730377661
"C(501; 11, 61, 243)";8;5,372;1503;1730377661
"C(501; 11, 165, 227)";8;5,372;1503;1730377661
"C(501; 12, 101, 193)";8;5,372;1503;1730377661
"C(501; 12, 116, 131)";8;5,372;1503;1730377661
"C(501; 13, 20, 170)";8;5,372;1503;1730377661
"C(501; 13, 31, 55)";8;5,372;1503;1730377661
"C(501; 13, 60, 88)";8;5,372;1503;1730377661
"C(501; 14, 17, 106)";8;5,372;1503;1730377661
"C(501; 14, 36, 59)";8;5,372;1503;1730377661
"C(501; 14, 41, 119)";8;5,372;1503;1730377661
"C(501; 14, 45, 164)";8;5,372;1503;1730377661
"C(501; 15, 22, 122)";8;5,372;1503;1730377661
"C(501; 16, 22, 91)";8;5,372;1503;1730377661
"C(501; 16, 123, 242)";8;5,372;1503;1730377661
"C(501; 17, 56, 162)";8;5,372;1503;1730377661
"C(501; 17, 171, 179)";8;5,372;1503;1730377661
"C(501; 18, 68, 128)";8;5,372;1503;1730377661
"C(501; 20, 31, 145)";8;5,372;1503;1730377661
"C(501; 20, 223, 239)";8;5,372;1503;1730377661
"C(501; 22, 47, 171)";8;5,372;1503;1730377661
